longitude,latitude,commune_insee,description
4.857747681,45.763631768,69123,Continuité cyclable du Boulevard Vivier erle vers le Boulevard Jules Favre non assurée
4.857985063,45.760927941,69123,Travaux gare
4.83433957,45.765266782,69123,Voitures en double file 
4.84848803,45.752259455,69123,
4.790071878,45.747116406,69202,Voie à fort trafic sans amenagement
4.861798498,45.75960297,69123,Une très belle piste cyclable rue de la Villette/Mouton-Duvernet qui s’arrête d’un coup à la gare. Manque de continuité et conflit avec les taxis.
4.832429954,45.885709542,69143,trop de voitures et pas assez de place aux vélos 
4.858562725,45.764898266,69123,Mixité avec les bus : dangereux
4.830807007,45.751361968,69123,Double sens cyclable compliqué
4.868727952,45.753037724,69123,"Aménagement cyclable pas clair, traversée compliquée du croisement, et le vélos passent sur la place, ce qui est dangereux au moment où le tram décharge des voyageurs"
4.860424728,45.787507899,69034,absence d'aménagement sens Villeurbanne > Caluire
4.861713106,45.802736334,69034,"pas d'aménagement cyclable. axe congestionné, les vélos obligé de zigzager entres voitures. "
4.864208724,45.799282686,69034,pas d'aménagements cyclables
4.895527861,45.82030001,69286,
4.768785842,45.765968924,69081,Relier piste Valvert à route sain bel
4.847266433,45.753868388,69123,Stationnements et non respect des priorités sur tout le cours gambetta
4.808325696,45.774425014,69123,Pas évident de tourner à gauche sur Vaise en venant de Saint Jean
4.846434805,45.743706777,69123,Toute l'avenue Berthelot 
4.863788179,45.735300624,69123,"beaucoup de changements de voies, croisement de flux voiture, voie vélo au centre de la rue"
4.8423456,45.729619612,69123,bande cyclable en sandwich entre deux route de circulations
4.890532197,45.764605671,69266,Voitures en provenance de la Rue Jules Kumer ne font pas attention aux vélos en contre-sens dans la Rue du 4 août quand les conducteurs souhaitent tourner à gauche.
4.887855151,45.699672112,69259,
4.822871926,45.75125421,69123,"Discontinuité cyclable dangereuse. Sans reduire les voies de voitures, on peut meme mettre un piste sur le trottoir de gauche (depuis le 5e) pour accéder au 2e, et continuer ensuite vers Confluence. Mais là c'est impossible."
4.761536914,45.797328739,69072,Route vers Ecully
4.751932831,45.807833897,69072,Carrefour Esplanade
4.886986615,45.726138707,69123,Changement de côté de la piste cyclable vers la voir cyclable 
4.882694165,45.728054231,69123,La piste cyclable passe dans le stop des voitures 
4.877879022,45.730510493,69123,"Stationnement en Epis sur la piste cyclable, dangereux quand les voitures avancent, mauvais stationnements quotidiens. "
4.920586382,45.760601394,69256,Beaucoup de trafic
4.888649826,45.759028987,69266,Granfclement
4.889238508,45.753415668,69123,Route de genas
4.851910995,45.797690136,69034,
4.850734143,45.79866317,69034,
4.799898626,45.71024836,69149,piste cyclable non entretenu et trop proche des bus et voitures. très bruyant et il y'aurait l'espace pour protéger une piste cyclable dans les 2 sens des véhicules motorisés (bande plantes entre vélos et voitures)
4.80473162,45.71319817,69149,La grande rue en général 
4.807734274,45.718457132,69149,Le boulevard Émile Zola en général 
4.90333315,45.757396803,69266,Partage avec les véhicules motorisés
4.901022088,45.765548011,69266,Circulation avec les véhicules motorisés
4.902113938,45.822825686,69286,
4.89606555,45.820442111,69286,
4.902560946,45.817779332,69286,
4.782736346,45.735663472,69202,Piste non sécurisée
4.784730227,45.737055123,69202,Rejoindre la piste cyclable en tournant à gauche est dangereux 
4.862980552,45.760895421,69123,Il y a constamment des voitures garées sur la voie de bus/vélo
4.873507457,45.749679143,69123,Manque de visibilité à gauche au cédez-le-passage et les voitures ne regardent jamais de ce côté car la rue est sens unique voiture
4.887337735,45.815813826,69286,
4.853687677,45.752904889,69123,Travaux frequents
4.85802862,45.742444975,69123,"Zone dangereuse avec piste cyclable au milieu de deux voies de circulation, particulièrement avec des enfants. Puis accès vers le parc bandant partagé avec les piétons que je trouve aussi dangereux "
4.847953224,45.743242435,69123,"Pas de piste cyclable après Jean Macé sur l'avenue Berthelot, conduite des voitures dangereuses pour les vélos sur cette portion"
4.735883838,45.783838058,69044,Les conducteurs roulent souvent beaucoup trop vite quand ils ne sont pas arrêtés par un véhicule qui tente une manœuvre de stationnement et les cyclistes sur  la piste à contre-sens sont considérés comme des gêneurs indésirables.
4.805182381,45.755992072,69123,Stationnements en double file des parents déposant leurs enfants à l'école avec des ouvertures de portières ou des sorties des places de stationnement sans s'assurer de l'absence de cyclistes
4.884410791,45.768627288,69266,Carrefour dangereux depuis les travaux.
4.860556322,45.7499552,69123,"Gestion des priorités trop compliqués, les vélos venant de la Manu ne respectent pas leur obligation de s'arrêter, les voitures sont confuses et parfois s'arrêtent pour rien. Il est très difficile et dangereux avec enfants cyclistes venant de Dauphiné de tourner vers la Manu, est il préférable/ doit on passer sur la route ou sur la piste cyclable ???"
4.871923658,45.724093459,69259,les voitures tournant à droite ne cèdent souvent pas la priorité aux vélos
4.863577496,45.726684441,69123,des voitures souvent garées sur la piste cyclable
4.851499464,45.797975097,69034,rond point sans aucun aménagement
4.874060553,45.77284149,69266,"Sans cesse des voitures garées en double file. Quand on les dépasse, les voitures derrière nous ne restent pas derrière et font un ""double dépassement"" à grande vitesse. La rue passe un peu plus haut à sens unique et les voitures la prennent très vite quite à ne pas céder la priorité aux piétons, il faudrait un dos d'âne"
4.867433242,45.814669608,69286,Chaussée déformée dans le sens Fontaines -> Sathonay  qui rend le déplacement peu agréable.
4.879824227,45.828792465,69292,"A cet endroit, il y aurait la possibilité d'emprunter le viaduc de Sathonay Village. Malgré l'arrêt du passage du BHNS sur ce parcours, il serait essentiel de proposer une voie verte pour déservir le plateau des Dombes et Sathonay Village vers Sathonay camp, sans avoir à descendre un vallon profond et le remonter ensuite, très fréqunter par les voitures"
4.769034052,45.760538738,69244,"les voitures accélèrent fortement à cet endroit et collent, voire insultent, les vélos qui ne se décalent pas. la voie cyclable à contresens n'est pas du tout sécurisée puisque les voitures sont dans l'obligation de rouler dessus régulièrement. L'ensemble de la circulation sur cet axe est à repenser et à sécuriser pour les vélos."
4.912247835,45.772461803,69256,
4.907347513,45.771183315,69256,
4.887587879,45.693207007,69259,Pas de piste cyclabe bien définie
4.853248024,45.734668001,69123,Les voitures tournent sans regarder
4.852488176,45.737312224,69123,Voiture tournent sans nous voir
4.884813671,45.75805118,69266,Dangereux avec aucune piste cyclable et des travaux 
4.832548866,45.751241919,69123,Les quais Gailleton
4.793368193,45.820677067,69194,revêtement mauvais sur toute l'avenue Jean Jaurès
4.796771977,45.815595189,69194,revêtement mauvais sur toute l'avenue de la République
4.77315962,45.796248856,69081,Beaucoup de véhicules aux horaires de bureau et peu de place pour se croiser.
4.906893561,45.770574499,69266,"Le croisement à la descente est extrêmement dangereux (véhicule tournant, vitesse des vélo et des voitures, marche entre trotroire et chaussée, piquets rigides serrés)"
4.91253214,45.772665412,69256,"Depuis la rue Paul teste vers villeurbanne, aucune solution sécurisée pratique pour les vélos. Soit pris dans un flux de voitures, soit au rouge, soit traversée de plusieurs passages piétons."
4.918526429,45.776024497,69256,Voie bus/velo en tant que vlo sur la voie voiture on nous colle ou nous double de façon dangereuse. Sur la voie de bus je me suis fait frôler plusieurs fois par des bus et ils roulaient très vites. J’ai eu peur. 
4.775682546,45.757990168,69244,Insertion dangereuse en tourne à gauche 
4.90625043,45.769478185,69266,
4.90625043,45.769516173,69266,le pont et carrefour
4.9060219,45.76466906,69266,
4.738266815,45.747935481,69069,Avenue Millau avenue Dumont - route à forte circulation sans voie cyclable 
5.003963011,45.766625343,69282,"rue de la République (sur toute sa longueur), artère de la ville, mais aucune piste confortable et sécure qui mène aux commerces"
5.016547665,45.767761265,69282,"accès au parc de sport bloqué aux vélos par des tourniquets, et contournement obligé (sans piste cyclable) si on veut rejoindre les installations comme la salle de spectacle, la salle de sport, le terrain de glisse, le supermarché..."
4.803093948,45.672901219,69100,voie dangereuse pourtant il y a largement la place de sécuriser cette voie qui est très roulante
4.855342686,45.707094538,69199,
4.840267001,45.747658348,69123,Il existe des rues ou sur le côté (et donc la piste cyclable) le béton ne recouvre pas les anciens pavés  . En cas de pluies c est hyper dangereux car les pavés sont lisses et en ayant  une piste cyclable à moitié béton à moitié pavée on jongle entre les 2 et ça glisse ou la roue peut parfois se bloquer entre les 2. de plus  nous débordons   sur la partie voiture dans cette rue déjà étroite. (Rue d Anvers) 
4.845837632,45.751973709,69123,Lorsque j arrive de la rue d Anvers et que je veux aller tout droit (av Félix Faure) les vélos venant de la droite oublient de regarder à droite et à gauche et en ayant le feu rouge s engagent et les vélos venant de face (av Félix Faure ) qui souhaitent prendre le av Jean Jaurès souvent tracent et oublient leur prio à droite (moi) 
4.799717558,45.709916169,69149,Très dangereux 
4.836326313,45.76362547,69123,Carrefour très dangereux 
4.769138273,45.843278799,69116,
4.77128238,45.832895748,69116,
4.841820179,45.753859428,69123,Rue de Marseille sens sud-Nord
4.876576052,45.755874911,69266,
4.834997335,45.856942415,69003,"- quand on rejoint le quai depuis la rue perpendiculaire, on ne sait pas si on doit s’arrêter au cédez le passage comme les voitures ou si on traverse au passage piéton comme les piétons et comme le suggère le marquage au sol.
- dans l’autre sens, c’est pas pratique pour rejoindre la route parallèle au quai "
4.828743835,45.766279515,69123,Les feux vélos sont verts pour traverser le pont en même temps que les voitures qui tournent du quai vers le pont. C'est très dangereux 
4.754753426,45.758363953,69244,route étroite trèsfréquentée et sans piste cyclable protégée
4.869779025,45.752843992,69123,Je comprends rien au priorité et où est la piste cyclable 
4.830249787,45.748870152,69123,
4.808164666,45.715282897,69149,"Trop de circulation, stationnement   sauvage"
4.808166495,45.716111257,69149,Carrefour très dangereux à contre sens
4.829705859,45.759202944,69123,
4.8323967,45.784876602,69034,"Piste cyclable supprimée 
"
4.762814293,45.797376831,69072,pas de piste cyclable alors que grosse montée !
4.762697503,45.795376042,69081,pas de piste cyclable alors que grosse montée !
4.895062672,45.702950345,69259,Le pont Berliet est totalement inadapté à l'usage du vélo. Les véhicules me frôlent. Ticket ouvert sur le site de la Métropole de Lyon qui m'a informé un projet de requalification du pont en lien avec un projet de ré aménagement des voies ferrées.
4.902223224,45.711505583,69290,"Le long du boulevard de Parilly, comme c'est une grande ligne droite, de nombreux véhiculent dépassent les 100 km/h ce qui es anxiogène."
4.841161907,45.772392193,69123,
4.799941093,45.781857335,69123,
4.823537811,45.736703599,69123,Croisement+ partage piétons/cyclistes sur double voie étroite et route cabossée/pavée (...)
4.780893983,45.801506077,69040,Route très empruntée pour aller à Champagne. Les voitures roulent vite. Pas de piste cyclable.
4.844175144,45.776675827,69123,"Carrefour sans cesse bloqué par des voitures attendant au feu rouge, mauvaise synchronisation des feux."
4.8570788,45.769934846,69123,"Carrefour donnant la priorité aux voitures, incompréhensible pour les vélos, et même dangereux quant on arrive du Boulevard des Brotteaux."
4.869413563,45.752819994,69123,Piste cyclable qui débouche sur un trottoir et une station de tram. Risque avec les piétons. Aucune indication sur l'itinéraire à utiliser pour les cyclistes.
4.774665156,45.758239054,69244,Libération : carrefour extrement dangereux 
4.771176164,45.763897345,69244,Autopont sans piste
4.863129806,45.770387784,69266,"tout le temps en travaux, trop de monde. difficile à circuler avec le tram"
4.89056806,45.782886475,69266,"Toujours en travaux, trop de voitures, il n'y a pas de piste cyclable, traverser est très dangereux. "
4.910569913,45.763844085,69266,Très grosse coupure. Problème pour passer le périphérique 
4.844334335,45.753596303,69123,Les espaces vélo sont trop fréquemment utilisé par des voitures en stationnement dans la grande rue de la guill
4.84218777,45.796106547,69034,Toute la rue Peissel
4.843333724,45.791334732,69034,Toute la rue Pasteur jusqu’à la voie réservée bus et vélo 
4.805303362,45.713462418,69149,
4.871179143,45.85404852,69033,cette voie est un chemin direct pour descendre à l'école mais il n'est plus possible de l'emprunter à vélo depuis le changement de sens de circulation. Un détour est nécessaire et il n'est pas sécurisé
4.902712345,45.766723863,69266,Rue du 4 août 1789 aux heures de pointe.
4.809296458,45.773894715,69123,"Croisement très dangereux à vélo, beaucoup de voiture énervé, pas de peinture ni de voie vélo"
4.735356137,45.747327082,69069,
4.844943854,45.768770544,69123,véhicule arrivant a contresens ne font pas attention au vélo qui arrive en face et leur tourne dessus
4.836057709,45.757521608,69123,Voitures et vélos se partagent la route sans délimitation claire. Régulièrement des bouchons pour les voitures et donc des cyclistes qui zigzaguant pour continuer d'avancer.
4.84035815,45.756288615,69123,"Voitures et cyclistes se partagent la route. Les cyclistes se retrouvent entre 2 rangées de voiture sur une bande cyclable, pas très sécurisant."
4.855466187,45.763813524,69123,Bus et cyclistes partagent la même voix. Ils se bloquent et/ou se doublent les uns les autres. Peu sécurisant.
4.833701258,45.747765895,69123,
4.876483738,45.755606299,69266,Maisoneuve
4.845543648,45.798498259,69034,"Rue centrale de Caluire prés de la poste , de la médiathèque, de la mairie . Très passante et dont la chaussée est criblée de trous , les écarts pour les éviter sont dangereux"
4.792163653,45.795657438,69040,
4.806373036,45.775367865,69123,
4.83039366,45.776075765,69123,
4.754643581,45.758387406,69244,Route étroite et très fréquentée
4.94822503,45.745859856,69271,La Rue des roberdieres ne possède pas de piste cyclable et les véhicules motorisés roulent vite 
4.964245868,45.738720903,69271,La route de Lyon est très passante et dangereuse pour les cycles 
4.793519389,45.882304554,69207,
4.772187413,45.755914822,69244,ensemble de l'avenue entre l'horloge de Tassin et Francheville Alai
4.792159828,45.773267097,69081,liaison entre Vaise et le bas de Tassin : aucun itinéraire complet. Un aménagement complet d'un coté et rien de l'autre.
4.841300853,45.772402582,69123,Stockage des vélos très peu pratique qui incite à circuler sur le trottoir 
4.867202103,45.770963503,69266,Cours Emile Zola et alentours
4.855353222,45.789457576,69034,
4.843038388,45.755098046,69123,
4.835260666,45.80381908,69123,Pista cyclable a la descente et pas à la montée alors que les vélo sont moins rapides en montée et donc plus genantspour les voitues
4.792737004,45.794645612,69040,
4.857217206,45.740212503,69123,"L'avenue Berthelot portant deux voies, dans les deux sens du Tramway T2, les gens des transports en commun lyonnais, ont mis des grands ronds rouges d'interdition aux vélo directement entre les rails des voies depuis des années et  c'est très embêtant et frustrant car on est obligé de faire un long détour, vu la configuration des sens de circulation, par le cours Albert Thomas, le couper à hauteur de l'av Félix Faure et prendre l'avenue Jean Jaurès, pour rejoindre le quartier de Jean Macé, par e"
4.833490773,45.747846034,69123,passage rive gauche rive droite difficile
4.853771746,45.728679609,69123,"La voie lyonnaise sur la Route de Vienne est géniale et change la vie !
Malheureusement, les automobilistes y voient une super voie de parking. Je n'ai pas pu y faire un seul trajet sans véhicule garé sur cette voie cyclable ..."
4.827350167,45.889653356,69143,Pas de piste cyclable côté commerces et pas de possibilité de sortir de la piste cyclable situé de l'autre coté de la route pour accéder aux commerces sur cette route très passante et dangereuse
4.826358767,45.768319894,69123,"J'évite toute cette piste cyclable de ce côté de la Saone parce que les 2 fois où j'ai crevé c'était là. Comme elle longe des trottoirs et des commerces / bars, il y a souvent des bouts de verre dessus et des déchets, ou des gens qui ne voient pas qu'il y a une piste cyclable. Du coup je fais des détours pour passer de l'autre côté, où la piste cyclable est séparée de la route ET loin du trottoir"
4.843000603,45.768125782,69123,"cet endroit, pour rallier l'axe françois roosevelt / vitton en direction de Charpennes depuis les quais du rhône, est extrêmement dangereux : les vélos qui arrivent du quai vers l'est doivent emprunter une voie de taxi sans marquage au nord, située sur la gauche d'un axe à sens unique où les voitures débouchent vers le sud. Les cyclistes roulent à droite, donc à contresens, dans les deux sens. Risque de graves accidents (choc frontal). Aucun marquage de sécurité. Urgent. "
4.874801171,45.752554737,69123,peu de visibilité pour tourner à gauche comme a droite
4.769502493,45.766476329,69081,Carrefour compliqué à Vélo
4.769257655,45.769247897,69081,Compliqué des qu'il y a beaucoup de circulation
4.776560466,45.77136263,69081,Pas adapté aux vélos
4.805474622,45.775271034,69123,
4.911485162,45.766781153,69266,
4.858781785,45.747301154,69123,"La fin de la nouvelle piste cyclable est brouillonne, on n'a pas la possibilité de continuer sur la rue sans devoir passer de la gauche de la route à la droite et donc devoir couper la circulation aux cyclistes derrière pour attendre que toutes les voitures sont passées"
4.938057012,45.743716365,69271,
4.955419803,45.739100191,69271,
4.972644795,45.743524032,69271,
4.740863096,45.817976233,69072,"route qui rejoint Dardilly et permet d'accéder à la Techlid, à la zone commerciale de  Champagne, Ecully"
4.739944324,45.808719791,69072,"autre route qui permet de rejoindre le nord de Lyon, la Techlid, etc"
4.86872054,45.763797053,69123,
4.849440902,45.763598091,69123,
4.831986556,45.763558298,69123,
4.786703224,45.762291732,69123,Montée de Verdun rue de la Garde
4.807340895,45.756625515,69123,Rue de la Favorite
4.84683945,45.686542147,69199,"CD 12 : dessert Syensqo, Elkem... nombreuses entreprises, 0 aménagement cyclable. Nous sommes frôlés par les camions (zone industrielle), et les voitures qui roulent à vive allure"
4.785945966,45.745210356,69202,
4.876855077,45.717219268,69259,croisements du boulevard Irène Joliot Curie avec les voies d'insertion vers et depuis le boulevard périphérique.
4.86513222,45.723515248,69259,Sur les bandes cyclables du supermarché exotique du 103 avenue Francis de Pressensé.
4.893858259,45.716217279,69259,Grande avenue sans aménagement cyclable
4.885617554,45.706117037,69259,Manque une passerelle facile a franchir pour éviter un très long détour 
4.844006585,45.797473733,69034,montée des soldats
4.858526343,45.795584243,69034,"En montée il a une sorte de piste cyclable mais pas tout le long et elle n est pas séparée de la voie motorisée. Les cyclistes vont lentement et gênent les voitures, pas possible de doubler 
En descente pas de piste cyclable et une seule voie motorisée donc là encore on dérange les voitures "
4.84136114,45.763506445,69123,Le croisement au bout du pont serait à améliorer. Les cyclistes arrivant du pont et voulant tourner à droite pour prendre la VL1 n'ont que peu de chances de s'insérer (même si les autres cyclistes respectaient les feux)
4.831063082,45.750870328,69123,Cette bande cyclable n'est pas très large et pas adaptée au nombre de cyclistes qui pourraient potentiellement l'emprunter pour traverser la presqu'île et rejoindre le pont Kitchener 
4.843724155,45.754216309,69123,Rue trop etroite
4.8739034,45.772602198,69266,
4.798394742,45.707600339,69149,Vitesse délirante 
4.811614479,45.722078696,69142,Complètement inadapté 
4.886848993,45.674552883,69259,"route de Feyzin très étroite et sans piste cyclable, VL vive allure."
4.914850783,45.714639309,69290,
4.933739789,45.721024673,69290,traversee des ponts  sur l autoroute dangereuse
4.769870286,45.805446613,69072,"pont sur autoroute, seul endroit disponible pour passer vers la commune de Dardilly. Etroit, trottoir impraticable, automobilistes énervés car zone d'activité bref l'enfer"
4.774314302,45.77554261,69081,Sortie du village d'Ecully direction écoles 
4.81416695,45.877320366,69207,"Parfois, compliqué pour les voitures de nous doubler, pouvant découler sur des situations dangereuses par manque de patience des conducteurs..."
4.76715127,45.750739249,69089,"zone de non droit ou administrations type la Poste ou automobiliste mettent systématiquement en danger les cyclistes.
Sans parler de la chaussée dangereux en triporteur.
L'insertion dans la circulation en haut de la rue n'est pas adaptée (dangereux pour les enfants sans continuité de piste) et sportif pour les adultes (pb de visibilité lié aux arbustes au croisement."
4.804332352,45.714377215,69149,
4.802030132,45.720417519,69149,
4.815835145,45.733137692,69123,Pont autoroute
4.91593703,45.702262247,69290,"Piste cyclable non entretenu, végétation non coupé, chaussé abimé, partage avec piéton"
4.933080493,45.719667849,69290,"Toute cette zone est inaccessible au vélo (pas de piste cyclable), très dangereux d'aller faire ces course dans cette zone commercial en sécurité"
4.93498686,45.691224098,69290,"pas de piste cyclable, danger lorsque les véhicule double (comme beaucoup de zones dans Saint Priest)"
4.874925704,45.779184333,69266,Rond point dangereux
4.762180831,45.795100402,69081,"Route très passante, vitesse excessive des voitures, visibilité limitée avec virages, bus à rallonge Numéro3 régulier et encombrant "
4.914923865,45.774398544,69256,"Pas de piste cyclable, voie de voitures pas large donc impossibilité de doubler, donc conducteurs très souvent agressifs et dangereux à l'égard des vélos."
5.002401648,45.766742388,69282,
4.998225412,45.776303952,69282,
5.017006633,45.771803781,69282,
4.939520031,45.757653682,69275,
4.97122462,45.737730237,69271,
4.845257969,45.725939307,69123,Travaux et conduite dangereuse des automobilistes 
4.829900508,45.749136213,69123,Pas de continuité cycle de perrache vers pont berthelot
4.893265951,45.683928322,69273,
4.893697116,45.70277387,69259,Pont Berlier
4.861596155,45.759037132,69123,Véhicules constamment stationnés sur la piste cyclable pour déposer des personnes pendant plusieurs minutes.
4.894102001,45.681853515,69273,
4.793656504,45.774607265,69081,Tronçon fréquenté sans bande cyclable (entre rue du souvenir et avenue de Verdun. Vitesse des véhicules importante.
4.799681002,45.814149715,69194,Chaussée défoncée 
4.80409056,45.800005609,69194,Chaucidou non respecté ( valable sur toute la commune)
4.799600937,45.817766178,69194,Vitesse limitée à 30km/h très souvent dépassée au-delà des 50km/h
4.874668357,45.752551138,69123,"Cohabitation piétons/ vélos pas toujours très sereine.
Beaucoup de piétons sur ce tronçon dont enfants et personnes âgées, et passage pas très large à certains endroits. 
Certains vélos passent trop vite et trop près des piétons. "
4.822057191,45.70207771,69149,Travaux en cours pour le cyclable mais c'etait compliqué avant et ça l'est le temps des travaux 
4.843994916,45.723884946,69123,
4.862394952,45.736156907,69123,"Ici ce sont les taxis qui sont extrêmement agressif généralement, tapant des pointes car l'avenue le permet. S'acharnant sur le klaxon afin qu'ils puissent forcer le passage malgré les 5cm qui les séparent des cyclistes."
4.906863287,45.770577269,69266,Les voitures ne nous voient pas du tout au moment où on doit rejoindre la route
4.90717426,45.771136657,69256,Très difficile de traverser pour rejoindre la piste cyclable de l’autre côté de la route : les voitures ne s’arrêtent pas
4.909291786,45.762011886,69266,
4.805206025,45.789895953,69123,chaussée totalement défoncée !!! très dangereux - les cyclistes roulent à gauche pour ne pas être trop secoués
4.874521466,45.763913799,69266,
4.874472409,45.769801375,69266,
4.884849258,45.773403811,69266,"Rue des Bienvenus. Depuis la création des piste cyclables (Très bon point) beaucoup d'automobilistes se garent hors des places de parking ce qui oblige les cyclistes à éviter en allant sur le voie auto et donc se mettre en danger.
Je comprends le problème de la diminution des places de parking depuis les travaux mais la rue est très étroite pour les 3 voies et donc faire un écart est très dangereux."
4.977727299,45.735957009,69271,absence de bande cyclable
4.973131611,45.752823567,69271,route très étroite dans bandes cyclables ; accotement herbeux
4.966696556,45.735364969,69271,absence de bande cyclable
4.830428013,45.851866853,69068,Manque de visibilité au niveau de l'intersection et beaucoup de véhicule motorisé ne respecte pas le stop également.
4.835316622,45.859348844,69003,"Pas de piste cyclable sur cette portion (entre rond point d'albigny et entrée Couzon au mont d'or), peu de place avec certains terre-plein pour les automobilistes qui nous frôle pour nous doubler."
4.871344379,45.847082179,69033,
4.83710647,45.876943522,69143,"Pont très roulant et étroit, toujours doublé par des véhicules motorisés "
4.873661855,45.770557851,69266,
4.869345774,45.81942715,69292,
4.866333154,45.817858768,69292,
4.803351984,45.792522491,69194,"virage souvent sale avec des graviers à l'extérieur en descente, dangereux"
4.880079583,45.762066204,69266,"Cours Tolstoï, il n'y a pas vraiment de piste cyclable dans le sens Totem-Grand-Clément. Elle est partagée avec les voitures mais pas assez large. Les vélos circulent soit sur cette piste partagée, soit sur la voie de bus (interdite aux vélos dans ce sens mais plus sécuritaire) avec klaxon des bus si on se trouve sur la voie..."
4.897800782,45.766144082,69266,Embouteillage de voitures qui bloquent les vélos et risquent souvent de leur foncer dessus
4.881155403,45.771626875,69266,Rue trop étroite pour vélos + double sens voitures. Du coup les voitures fond des queues de poisson
4.87552509,45.820706325,69292,
4.841139288,45.767947661,69123,chemin partagé piéton/cycliste qui rend la cohabitation parfois difficile. Pourquoi ne pas avoir une piste cyclable interdite aux piétons et un chemin piéton interdit aux vélos (il y a déjà les deux en pratique).
4.811497083,45.779624672,69123,Fin de piste cyclable qui rentre trop brutalement sur la route et qui oblige à presque s'arrêter même pour tourner à droite. Avec un petit aménagement on pourrait rentrer en tournant sans s'arrêter.
4.720938747,45.753331376,69205,Entre Craponne et St Genis Sartoretti : vitesse excessive des voitures dans un sens où un autre
4.908298577,45.7509591,69266,Gros trafic automobile rapide et intersections à franchir sans piste cyclable continue
4.90994345,45.733076573,69029,Pas de piste cyclable sur toute l'avenue du tramway dans Bron et une voie étroite à partager avec les voitures le long du tram.
4.93411041,45.721574033,69290,
4.934880534,45.704412142,69290,Aucune piste cyclable sur toute l avenue 
4.841488432,45.762717626,69123,Bien que voie lyonnaise la piste n'est très large pour le flux lors de heures de pointe
4.882974433,45.768863253,69266,Refus de priorité à droite des voitures en arrivant de Lyon en circulant sur le cours
4.859090771,45.772905326,69266,"Tourne à droite voiture vers Stalingrad depuis Villeurbanne qui coupe la route à la voie vélo/bus alors que trafic routier est très important, le phasage de feu a été beaucoup raccourci donc gros bouchons et énervement des automobilistes. Carrefour vraiment mal foutu, dangereux et voies mal respectées."
4.812550277,45.717029687,69149,Ok pour les barrières pour éviter les chocs vélo pieton avec l'angle mort du mur mais maintenant le passage a vélo de la rue Pierre Semard à l'avenue du Rhone est n'importe quoi. Le cycliste est obligé de couper au moins une voie ou faire le tour du carrefour) pour rejoindre la piste cyclable et dans l'autre sens il doit se jeter sous les roues des voitures pour rejoindre la route. 
4.797531636,45.813510971,69194,"Utilisation à vélo dangereuse, véhicules motorisés trop rapides"
4.897220688,45.750341378,69123,
4.878209765,45.764389161,69266,
4.815602574,45.729224154,69142,"Intersection d’abord pensée pour les voitures, pas de pistes cyclables, travaux de l’aquarium qui ont laissé aucune place au vélo pour descendre vers le quai Pierre Semard "
4.840721613,45.772214974,69123,"Ici il y a des plots en béton qui font passer deux voies sur une seule au centre, c'est super dangereux car on manque souvent de se prendre le cycliste en face qui ne veut pas s'arrêter"
4.835793937,45.834368958,69233,"Route pour aller en direction de vaise, nous sommes obligés de traverser la départementale pour rejoindre la voie de bus : aucune voiture ne s’arrête pour nous laisser traverser et une fois arrivée sur la voie de bus, on se fait klaxonner par les bus qui nous frôlent. Dangereux ++ "
4.858624366,45.770533484,69123,Angle bd brotteaux et rues
4.872578372,45.779058778,69266,Travaux avec absence d'élairage la nuit
4.812937669,45.726269205,69142,Pas d'itinéraire sûr et légal pour monter la colline de Ste Foy depuis le quai 
4.804714898,45.735226384,69202,"Traverser le centre de Ste Foy aux heures de pointe est difficile, serré, et les conducteurs ne sont pas souvent compréhensifs."
4.849042362,45.759726323,69123,"La plupart des automobilistes ne marquent pas le stop, ou alors ils le font sur la piste cyclable car ils vérifient si des voitures arrivent mais ils ne pensent pas aux vélos. Ils arrivent en plus souvent trop vite pour qu'on ait le temps de piler à vélo. Il faudrait leur mettre un feu en amont et rendre cette piste cyclable encore plus visible, ou peut-être mettre un panneau attention vélo. C'est un problème qu'on retrouve sur toutes les rues qui débouchent sur cette piste cyclable."
4.93225732,45.744023078,69029,Rond point très dangereux
4.808636248,45.716288538,69149,
4.807248765,45.716308839,69149,
4.860348572,45.78672196,69266,"Pas de pistes cyclables lorsque l'on va direction Caluire donc obligé de rouler sur le trottoir, dangereux car celui-ci est étroit, les voitures sont aussi rapide et ne laisse pas toujours passer lorsque l'on roule sur la voie de bus direction Villeurbanne alors que nous sommes prioritaires, j'ai peur de me faire renverser car les voitures vont très vite (sortie d'autoroute) "
4.79952559,45.709879199,69149,
4.760660495,45.809418965,69072,Pas de piste cyclable
4.770028479,45.805472859,69072,Pas de piste cyclable
4.824490095,45.732394453,69123,
4.842135161,45.755676034,69123,Piste cyclable au milieu de la circulation 
4.840654782,45.745564556,69123,Pas de piste cyclable sur l’avenue Berthelot
4.76754009,45.734714505,69089,Grosse blague de la bande cyclable à contre sens des voitures dans une voie assez étroite !!!
4.86286213,45.770123935,69266,Travaux (longue durée) ; déviation pas claire
4.716270917,45.74732631,69069,vitesse excessive et proximité des véhicules motorisés
4.713566202,45.744810574,69069,accès contre sens autorisé aux vélos mais pas de voie sécurisée pour amener les enfants à l'école. Au niveau du carrefour jean Moulin le contre sens cyclable est mal signalé aux automobilistes et dangereux. 
4.869553835,45.736345272,69123,Le carrefour est très dangereux
4.878851034,45.742706757,69123,Les voitures sont très nombreuses et roulent trop vite
