description;commune;travaux_id_match;longitude;latitude
Travaux en cours depuis plus de 1 ans et très peu de prise en compte des vélo dans les aménagements ( aménagements mal faits ou inexistants);69123;158882;4.864262018;45.754213248
Rue dangereuse depuis les travaux;69123;158882;4.856347222;45.753271338
;69266;158882;4.885476284;45.754283919
Passage sous le périph, avec piste cyclable discontinue qui debouche sur la route au feu rouge, à un endroit à forte densité le matin, et deja complexe;69029;165198;4.906967989;45.750896634
"";69081;180538;4.793774058;45.774683069
"";69256;178544;4.933116661;45.763608742
"";69116;162326;4.777754533;45.811774581
Cours zola;69266;134284;4.880264418;45.769067726
travaux sur felix faure très dangereux depuis des mois;69123;158882;4.855642138;45.753186973
travaux sur felix faure sens part dieu lyon 7, très très dangereux depuis des mois;69123;158882;4.85912963;45.753652622
Travaux importants trafic partagé;69123;158882;4.863294718;45.754108813
Les piétons marchent en grand nombre sur la piste cyclable et c'est dangereux;69123;176394;4.812351891;45.787322732
Campus Région du Numérique;69044;177583;4.750791675;45.779780724
Route de Paris (en travaux depuis des années);69044;177583;4.752937759;45.772047145
Travaux T6;69266;135939;4.880235467;45.769390554
Tourne à  gauche;69123;179810;4.870547779;45.744041636
Travaux dangereux mal indiqués, trous dans la chaussée tout le long de l'avenue;69123;158882;4.87264757;45.755258558
"";69123;180538;4.795367387;45.77591702
"";69081;170044;4.769330894;45.766314095
;69029;165198;4.932682814;45.743908698
Trafic véhicules + manque d'aménagement + travaux;69029;165198;4.904063849;45.751676377
carrefour énorme et temps d'attente long;69123;115328;4.818142836;45.734352495
arret de la piste cyclable;69244;180538;4.792488523;45.773385718
;69266;135905;4.883650074;45.757811708
Toute l'avenue Félix Faure;69123;158882;4.860522139;45.753769508
travaux;69259;182402;4.887505221;45.703114215
Place grandclement;69266;155875;4.889286964;45.759366838
"";69040;162326;4.794552441;45.793178823
"";69040;162326;4.786920604;45.800292311
"";69266;135904|136952|155875;4.890705441;45.759348506
"";69123;158882;4.855951857;45.753291455
Gros travaux;69266;135904;4.891118746;45.755652457
"";69123;158882;4.85462412;45.753162988
Travaux;69123;158882;4.853547162;45.752925069
Flux partagés et travaux;69266;155875;4.887780944;45.759069233
25e RTS sur toute sa longueur;69040;162326;4.798179664;45.79157585
Lanessan qui ne sera pas aménagé. cet axe principal restera problématique : toujours embouteillé en heure de pointe et vitesse trop élevée en dehors;69040;162326;4.794116182;45.79361994
beaucoup de circulation le véhicules roulent vite sur deux voies et pas de place pour les vélos.;69123;180538;4.793482738;45.774362872
;69123;181612;4.823902862;45.731560899
"";69199;148425|182685;4.860389;45.70791609
"";69266;155875;4.890274231;45.759488084
Carrefour hyper dangereux;69040;153300;4.790482038;45.790901136
Rond point avec piste pour vélo mais qui reste dangereux surtout lorsque l'on ne prend pas l'ex nationale;69040;162326;4.785443805;45.801620853
Problème de vitesse et priorité;69040;162326;4.786938537;45.800122865
2x2 voies autos. Sens Lyon, les 2 voies sont souvent embouteillées,  sens Tassin, je n'ai jamais vu les 2 voies occupées.  J'aimerais une vraie piste cyclable !;69081;180538;4.792181894;45.773251381
Pas de piste cyclable;69123;74592;4.842334629;45.732500372
;69123;158882;4.863290824;45.754187552
Rond point 7 chemins;69256;165198;4.93208175;45.744412362
"";69266;136952|155875;4.890523169;45.759440188
"";69123;158882;4.87214439;45.755154839
Actuellement en travaux du futur tram t10.;69199;148425|182685;4.859365645;45.70804766
;69123;115328;4.818240714;45.739647552
;69123;179810;4.871632553;45.745404846
La route de Genas est censée être une double voie cycliste et un sens unique automobile, même pendant les travaux. A ce croisement des voitures arrivant de la droite, quand on remonte la route de Genas c'est-à-dire face aux voitures, ne regardent jamais vers la gauche avant de s'insérer ce qui peut être très dangereux si le cycliste n'est pas attentif;69123;158882;4.883708971;45.754273789
"";69029;165198;4.917670414;45.74842917
Toute l'avenue est très dangereuse depuis les travaux, la voie laissée aux vélos est trop étroite et en permanence obstrué par les barrières et panneaux des travaux;69123;158882;4.858852189;45.753669263
le rond point après la descente du 25ème regiment;69123;162326;4.805176498;45.788620544
Idem;69081;170044;4.769355617;45.766304526
Bitume en très mauvais état (beaucoup de trous) et de mauvaises qualités (très peu roulant);69266;135904;4.893967234;45.756117195
"";69266;174909;4.906115546;45.780271083
Les cyclistes doivent traverser les voitures rapides qui arrivent de l'autoroute.;69266;176350;4.88906101;45.784986013
;69123;158882;4.884648224;45.754232496
"";69081;180538;4.794324026;45.775214953
Tout le quartier en travaux;69123;158882;4.865406989;45.754366632
"";69266;165198;4.907558554;45.751091133
"";69029;165198;4.914317961;45.749152681
"";69266;165198;4.917658512;45.748468165
"";69266;136952|155875;4.889208027;45.759242933
Avenue Felix Faure;69123;158882;4.856300704;45.753267422
Gros travaux !!;69123;158882;4.855341598;45.753092199
Travaux;69123;160782;4.853823672;45.757038223
Travaux +++++++;69266;135905|155875;4.885131805;45.758258655
Travaux....;69123;135917;4.897565123;45.751529006
des voitures sont garées comme stationnement résidentiel soir et journée sur la piste cyclable de la lageur d'une voiture et avec des ouvertures  pour se rendre sur le parking résidentiel privé;69123;162326;4.80393079;45.78962748
Acces piste cyclable difficile. Pas de feux de circulation. Voitures + piétons + cyclistes dans les 2 sens de circulation, sans aménagement. C est l anarchie;69123;158882;4.8631939;45.754110158
"";69266;134284;4.880145141;45.768243259
"";69266;136952|155875;4.887294902;45.758684986
"";69266;135904;4.891049068;45.755648305
;69266;135939;4.880192984;45.769363886
;69266;135907;4.880819951;45.760908531
Travaux et voies de bus surélevées j’ai bcp d’amis qui sont tombés en montant dessus;69256;170406;4.919703697;45.777280803
"";69266;176350;4.8905026;45.783000825
;69123;158882;4.871227321;45.755043462
"";69266;136952|155875;4.888538401;45.758993008
travaux sur la piste cyclable;69266;135904;4.892740866;45.755863859
travaux;69029;165198;4.898675249;45.752837822
"Carrefour salengro : les voiture en provenance de grosso qui tournent ne regardent pas les voitures !!";69256;178544;4.933233204;45.763642079
"Tourner à gauche dans la rue du Luxembourg en venant de la Rte de Genas est très dangereux. J'attends au milieu de la route de pouvoir tourner à gauche, des voitures passant dans les 2 sens à côté de moi. Certains usagers motorisés me doublent par ma droite ou ma gauche pour tourner eux aussi à gauche ds la Rue du Lux. par ma droite ou ma gauche. Certains ne comprennent pas pourquoi j'attends ici.
Je ne me sens jamais en sécurité à ce moment-ci.";69029;165198;4.914209338;45.749215195
Carrefour Felix Faure Lacassagne;69123;158882;4.86663751;45.754528276
Travaux supprimant la piste cyclable;69266;135904;4.891131312;45.755621869
Fin de piste;69244;180538;4.791960347;45.772977905
"";69266;155875;4.889506144;45.759357864
Manque de pistes cyclables;69123;181612;4.834791802;45.726501055
"";69123;180538;4.795316263;45.775873639
carrefour en travaux depuis 5 ans;69123;158882;4.859288129;45.753598174
Aucun aménagement cyclable dans les 2 sens de circulation;69266;136952|155875;4.888153747;45.758958578
Aucun aménagement, route défoncée.;69266;158882;4.887855163;45.754251636
Cours Emile Zola;69266;135939;4.880552213;45.769266266
Toute l'avenue Felix Faure;69123;158882;4.87098071;45.754964459
Route de Genas;69266;158882;4.880436986;45.754717934
Chaussee degradee;69266;134284;4.880481511;45.764751883
Travaux interminables;69123;158882;4.866148706;45.754445041
"En travaux depuis des mois sans alternative, \"descendez de votre vélo\"";69123;181612;4.824035433;45.731666349
;69123;180538;4.793105994;45.773994849
Bordel actuellement;69123;148414|182384;4.845245506;45.725991761
Avenue de Verguin : pas de voie cyclable dédiée, trafic motorisé important et dangereux;69123;182931;4.856478494;45.772646635
Carrefour dangereux;69123;185682;4.807675433;45.776887154
Travaux;69266;135904;4.891076446;45.75572031
;69040;162326;4.785373874;45.801559174
;69123;162326;4.798203165;45.791516387
;69123;158882;4.857398149;45.753453129
;69029;165198;4.914735345;45.749015362
travaux, piste coupée et plus de possibilité de rejoindre la piste de l'autre côté de la route;69123;158882;4.861590189;45.753889781
"";69123;179810;4.864453243;45.745681419
;69040;162326;4.7929222;45.794866118
;69040;162326;4.796840505;45.791669518
;69040;162326;4.785412666;45.801724145
"";69256;170428;4.924807628;45.777170375
Fin de la piste cyclable, pas d'itinéraire bis proposé;69123;158882;4.859315239;45.753577402
Travaux fréquents et difficulté à traverser le carrefour;69123;158882;4.863859835;45.75420815
"";69123;185682;4.802095178;45.778878866
Route dans un état catastrophique en raison des travaux;69266;136952|155875;4.887479695;45.758850328
Sens unique pour travaux, jamais respecté par les automobilistes;69266;164075|174909;4.907615616;45.780727328
Le passage de gare de Vaise à Valmy n'est pas encore aménagé et on doit se mélanger aux voitures;69123;185682;4.802692686;45.778360839
Beaucoup de travaux, la route est en très très mauvaise état, pas de lumière la nuit et beaucoup de nid de poule et des véhicules circulant très vite.;69029;165198;4.916434761;45.748527285
Les travaux ont enlevé la piste cyclable ce qui rends la circulation très difficile;69266;165198;4.902221928;45.752104882
"";69081;180538;4.792035882;45.773207289
"";69123;158882|160582;4.876131075;45.755816483
Travaux, route dégradée;69029;165198;4.903683095;45.751794322
"";69259;182403;4.881039545;45.701760604
;69040;162326;4.785525519;45.801651318
;69123;148422;4.842012019;45.724553835
Travaux d'aménagement empêchant la circulation à double sens;69123;148414|182384;4.845207994;45.725271536
Travaux;69266;136952|155875;4.88695559;45.758691354
Présence d'une bande cyclable en extérieur du rond point mais on se fait couper la route par les automobilistes qui veulent en sortir;69040;162326;4.785287375;45.801702163
Beaucoup de travaux au niveau de ce carrefour avec des personnes qui ne respectent pas les feux.;69266;135922;4.873992551;45.776419561
Travaux;69123;158882;4.881875033;45.754445063
Travaux;69266;136952|155875;4.886789109;45.758575704
Travaux;69266;135905;4.882740847;45.758379791
"";69044;177583;4.751871439;45.776297491
Carrefour a traversé sans feux de circulation;69266;158882;4.884697135;45.754287407
"";69266;135905|155875;4.88523261;45.75816113
"";69266;135922;4.87436306;45.77720722
On est bloqué au milieu la circulation;69123;181612;4.835408862;45.726259397
"";69081;180538;4.792444262;45.773587972
Travaux sans alternative;69123;158882;4.866615212;45.754559801
Travaux sans alternative;69123;158882;4.859485342;45.753704989
"";69123;74592;4.839266228;45.733103423
;69266;136952|155875;4.887890367;45.758904668
Pas de voie cyclable;69123;180538;4.793431892;45.773587237
Jungle car travaux depuis longtemps et énervement généralisé;69123;158882;4.883872874;45.754212595
Tout le quartier car travaux durablement;69266;135907;4.881040226;45.761304367
Travaux obligeant à faire le saumon sur une bande cyclable peu sécurisée;69123;158882;4.852351247;45.752801823
Aucun itinéraire cyclable pendant les travaux;69266;158882;4.876039317;45.754947156
;69199;148425|182685;4.861335596;45.708112651
Nouveau ligne du tram. Très dangereuses.;69266;135904;4.890844613;45.755665049
;69123;158882;4.870187773;45.754994452
travaux, stationnement anarchique;69266;136952|155875;4.890221576;45.759298549
Impossibilité de circuler sur la route de Genas à cause des travaux en cours depuis 1 an au moins;69123;158882;4.883998632;45.75429375
;69266;136952|155875;4.886571715;45.7586867
;69266;158882;4.878475196;45.755052198
croisement compliqué, au milieu des voitures pour tourner ou aller tout droit;69040;162326;4.78699603;45.800130912
Manque d'un feu voiture / vélo pour alterner la circulation;69266;158882;4.884729704;45.754290679
;69266;135922;4.87464948;45.776914368
Travaux en cours et itineraire véo TRES mal géré;69123;158882;4.86373995;45.754190076
du fait des travaux toute cette zone est compliquée et les voitures peut patientes;69029;165198;4.932444789;45.744095165
"";69199;148425|182685|182686;4.855250719;45.708536055
"";69199;148425|182685;4.863222944;45.708037837
"";69199;148425|182685;4.860894826;45.708036532
Travaux rue Félix Faure;69123;158882;4.855352074;45.753230332
Aucune piste et rues étroites;69123;185682;4.803557647;45.777381016
Aucune piste;69040;162326;4.794500383;45.793356779
"";69029;165198;4.908910687;45.750735742
Tarvaux;69123;158882;4.856872557;45.753430128
"";69266;160582;4.876379401;45.755691972
Route très dégradée;69123;135903;4.896606124;45.753377998
Tout monplaisir;69123;181369;4.867712031;45.742618711
"";69123;158882;4.853478219;45.752977884
"";69123;158882;4.859471916;45.753690294
"";69123;158882;4.866575825;45.754540406
Feu interminable et bouchonne toujours !;69266;134284|135907;4.880661204;45.761977316
Route défoncé par les travaux pas d'aménagement velo;69266;155875;4.889035859;45.759617396
bordel monstre à cause des travaux;69123;158882;4.866667272;45.754426296
Croisement très dangereux;69123;158882|160582;4.876176508;45.755790826
Les voitures qui nous frôlent souvent;69123;153300;4.786844928;45.787119512
Travaux en cours pour le T6 dans la zone => pistes cyclables déplacées (sur la route = dangereux, revêtement aménagement en mauvais état, signalisation non adaptée .....);69266;135904;4.891088576;45.755576846
Incompréhensible;69123;115328;4.818130091;45.734169375
Carrefour extrêmement dangereux aux heures de pointe.;69081;170044;4.769296967;45.766331923
Piste cyclable non continue;69123;185682;4.807549471;45.777004413
Travaux pour le tram prendre un autre chemin pour accéder à ces commerces;69266;134284;4.880107264;45.766360363
Il faut traverser en velo une intersection de 4 rues avec leurs semaphores pour rejoindre le circuit velo.;69123;185682;4.807633807;45.776842525
"";69123;181612;4.830815668;45.726573938
"";69123;181612;4.823843947;45.731679822
"";69123;74592;4.839176979;45.73274899
;69266;155875;4.889812387;45.759477212
;69123;115328;4.818603595;45.734784271
"";69266;136952|155875;4.888456547;45.759030911
"";69266;158882;4.878596772;45.755010648
"";69266;135905|155875;4.885015694;45.758214065
"";69266;136952|155875;4.888574791;45.759059522
Danger pour tourner à gauche.;69123;158882;4.861538316;45.753900847
Travaux av Félix Faure;69123;158882;4.871048575;45.755041861
"";69199;148425|182685|182686;4.855193002;45.708381669
Travaux;69123;158882;4.875026025;45.755396614
;69123;158882;4.871479248;45.754981539
Travaux;69123;158882;4.868134653;45.754779591
Très compliqué quand on vient de lyon de récupérer la piste cyclable en face. Beaucoup de voitures et pas de moyen sécurisé pour la rejoindre;69081;180538;4.792346219;45.773453203
Impossible de prendre l'avenue dans le sens ouest-edt;69123;158882;4.87122469;45.755134213
"";69266;155875;4.889799491;45.759567629
"";69123;148414|182384;4.845051978;45.724494907
L'avenue Félix Faure et la totalité du quartier part dieu DEPUIS PLUSIEURS ANNEES c'est vraiment une gestion catastrophique;69123;158882;4.859345357;45.753677279
il y'a des travaux toujours et parfois le chemin de velo est disparu;69256;164075;4.912107548;45.778633688
Passage à risque, entre rue du souvenir et montée des roches;69081;180538;4.794652338;45.775486546
;69123;158882;4.866545719;45.754523239
Croisement et voies de circulation pas du tout adaptées aux vélos;69081;180538;4.793877828;45.774740364
travaux tram;69266;158882;4.886374505;45.754281534
;69123;158882;4.862309238;45.754026736
;69123;158882;4.858940861;45.753513549
;69123;158882;4.854708741;45.753134964
Passage à niveau dangereux;69266;135903|158882;4.891348831;45.754097087
;69123;158882;4.868788797;45.754794543
"";69123;158882;4.861099855;45.753933613
Pas de piste;69040;162326;4.793986696;45.793878549
Carrefour très dangereux;69081;170044;4.769224133;45.766221001
;69123;184053;4.858203482;45.760238868
;69123;180538;4.794411125;45.773566293
Travaux du BHNS depuis 2 ans. 0 espace pour les vélos …;69266;158882;4.885786194;45.754286179
Travaux permanents;69123;184053;4.858527973;45.758698324
"";69276;158717;4.861193556;45.685418746
travaux;69123;158882;4.858375177;45.753474223
travaux, éclairage;69123;158882;4.868070472;45.754736048
Les travaux avenue Felix Faure rendent dangereux la pratique du vélo sur cette axe;69123;158882;4.864488415;45.754411085
;69266;155875;4.889720068;45.759745897
Travaux;69123;158882;4.856804526;45.753313088
en travaux depuis super longtemps;69123;158882;4.854151663;45.753028804
"";69123;185682;4.801455938;45.779613074
"";69029;165198;4.907321355;45.751037946
"";69266;165198;4.910559008;45.750418385
travaux;69123;158882;4.868460837;45.754699077
;69029;165198;4.922287307;45.747600933
;69256;97401|164075;4.910469875;45.788317386
;69123;158882;4.87515575;45.755594381
"";69123;158882;4.859734789;45.753726739
"";69266;136952|155875;4.890082586;45.759361027
;69266;136952|155875;4.886935359;45.75862911
Travaux sur l'avenue Félix Faure depuis plusieurs années.;69266;135905;4.882400167;45.757429488
Toute la rue du 4 août.;69266;134284;4.880421016;45.764901549
"";69123;158882;4.874057482;45.755408726
Des feux régulièrement grillés par les véhicules particuliers. Des encombrements de la voie du fait de travaux;69266;160582;4.876369117;45.755793771
;69123;135903;4.891407622;45.754070593
;69266;136952|155875;4.887810812;45.759012516
;69123;158882;4.86361738;45.754238912
Travaux ++++;69123;158882;4.863161578;45.754094939
Liaison Pont Raymond Barre <> Avenue Debourg depuis les travaux du tramway T10;69123;181612;4.824112369;45.73142975
;69123;158882;4.88255375;45.754456174
;69123;158882;4.859147242;45.753640276
;69088;177464;4.862677051;45.820558062
;69034;177464;4.861316998;45.813908782
Du aux travaux d’aménagement actuellement en cours;69044;177583;4.750604521;45.780674675
Travaux depuis 1 ans et demi;69123;180538;4.79304583;45.773935281
Travaux interminables;69123;158882;4.871910186;45.755281945
Grand Clément et route de Genas avec les travaux;69266;136952|155875;4.888613858;45.759257616
;69266;135903;4.891528888;45.75418094
travaux, pas d'aménagement pour les cyclistes;69029;165198;4.914162399;45.749242369
travaux du tramway. pas d'aménagement pour les cyclistes, chaussée en mauvais état;69266;136952|155875;4.88848924;45.758997148
"";69123;180538;4.792577658;45.773536801
Dangereux;69256;170403;4.933222582;45.763904736
Rue Marietton;69123;180538;4.79315711;45.774025267
Travaux et c'est très compliqué le rond point , quand je vais au Rhône sportif, je dois traverser le pont et cesta ssez dangereux;69266;176350;4.890754993;45.782795847
Carrefour dangereux;69266;165198;4.917596744;45.748488948
;69266;135904;4.890573855;45.759175148
"travaux";69266;135904;4.890573855;45.759175148
Carrefour dangereux;69029;165198;4.914380414;45.749151145
Voie cyclable partagée avec les voitures (présence de marquage au sol), mais beaucoup de cyclistes se mettent sur la voie Bus. Les automobilistes klaxonnent si 'lon roule dans la voie voiture, les bus klaxonnent (et à raison) si l'on roule dans la voie bus.;69266;134284;4.880328253;45.762066947
;69266;135905|155875;4.885209242;45.758123436
;69266;158882;4.884677276;45.754274778
Quartier Grandclément - travaux et circulation dangereuse des véhicules (ambulances etc);69266;136952|155875;4.890044198;45.759390875
;69266;176350;4.890558695;45.782750249
"";69123;153300;4.788498523;45.78856734
"";69040;153300;4.790145176;45.790499311
;69123;181612;4.837624778;45.726272258
;69123;158882;4.855775784;45.753267376
"";69266;174909;4.906639529;45.780523923
"le bord de la chaussée est très très tape-cul!! bosse, trou... vraiment ça décourage !";69088;177464;4.862958327;45.818984185
Travaux perpétuels, piste cyclable à contre-sens des voitures;69123;158882;4.856076106;45.753241095
"";69266;135905|155875;4.885186159;45.758374346
On se sent très vulnérable au milieu de ce carrefour en vélo - je l’évite tous les jours en passant par le trottoirs;69040;162326;4.78704164;45.800159227
Période de travaux;69123;158882;4.861765561;45.753937865
;69266;135905;4.882904097;45.757728212
"";69123;158882;4.8533061;45.752979275
;69266;158882;4.886305993;45.754303253
Vers mon travail;69123;135917;4.896748205;45.748343426
"";69123;160782;4.8527378;45.756901697
Piste cyclable non terminée sur un axe très fréquenté;69123;180538;4.794933616;45.775518149
Devant la gare, c'est le bordel : voie cyclable commune avec les bus, taxis et trams ...;69123;184053;4.858291694;45.759994235
Travaux + accident régulier car les installations de chantier rendre peu perceptible l’arrivée de piéton sur la zone vélo.;69123;158882;4.855283895;45.753162248
;69123;158882;4.857658548;45.753445025
;69123;158882;4.855061455;45.753174832
;69123;180538;4.793712642;45.773629469
;69123;158882;4.866975113;45.754475157
cause : travaux T10;69199;148425|182685;4.856286403;45.708205949
Travaux en cours depuis longtemps + état de la route déplorable;69123;158882;4.85813913;45.753529752
;69123;115328;4.817872774;45.734149476
La rue Félix Faure en travaux;69123;158882;4.86571779;45.754469178
Travaux du tram;69123;181612;4.83614903;45.726400853
"Travaux sur l'Av. Félix Faure depuis 18 mois, l'axe qui etait agréable pour circuler avec des enfants est devenu un parcours du combattant.
Les aménagements cyclables temporaires sont déplacés et réduits constamment";69123;158882;4.868754608;45.754822726
;69123;160782;4.853465686;45.756986592
Accès à la voie cyclable des berges mal aménagé;69123;181612;4.823929001;45.731621036
"";69123;158882;4.884863946;45.754135396
Travaux en cours avec absence de piste cyclable temporaire. Voirie réduit ce qui entraine une très grande proximité entre véhicules motorisés et vélos.;69123;158882;4.856128048;45.753236336
Pas de piste cyclable dans le sens vers Tassin;69123;180538;4.79292288;45.773871979
Pas de piste cyclable et tarif routier très dense.;69123;185682;4.801575133;45.783477159
Avenue Félix Faure, un chantier à ciel ouvert depuis deux ans;69123;158882;4.860093786;45.753744895
"tout le temps en travaux";69123;179810;4.864914356;45.745473625
travaux Maurice Faure :  pas de place pour les vélos;69123;158882;4.868581958;45.754742013
Rejoindre ce début de piste direction Tassin en venant de la rue Marietton (sol espérée dans un ans ?);69244;180538;4.792019971;45.773070146
Toute l'avenue Félix Faure en travaux;69123;158882;4.865886874;45.754490199
Absence de piste cyclable et vitesse des voitures;69123;180538;4.793507027;45.774250373
Défaut de continuité de la piste cyclable. Les travaux du tram n'arrangent rien;69123;181612;4.824122796;45.731522795
"";69123;158882;4.86655534;45.75452109
;69123;158882;4.868591782;45.75476731
Travaux;69123;158882;4.857931549;45.753521849
Besoin d'un aménagement cyclable;69123;74592;4.842434637;45.731843399
;69123;158882;4.853980964;45.753017805
;69123;158882;4.856299232;45.753308968
;69123;158882;4.858447493;45.753632481
;69266;165198;4.907646828;45.751192873
Avec les travaux en ce moment c’est très dangereux, la chaussée est très déformée.;69123;158882;4.858151311;45.753475984
"";69123;158882;4.855221535;45.753106757
"";69123;160782;4.852912314;45.756965429
Travaux dangereux pour les vélos, étroits, partages avec voiture;69123;158882;4.856897366;45.753398285
Travaux et manque d'aménagements cyclables;69266;136952|155875;4.890501356;45.759444971
pas de pistes cyclables, très forte concentration de circulation. Ne peut pas être emprunté dans le sens lyon > tassin (retour) car c'est une voie en sens unique et il faut faire un énorme détour, dangereux pour revenir sur la rue Marieton. C'est de loins le point le plus noir de l'ensemble de mes trajets.;69123;180538;4.793756758;45.773526213
Travaux du tram dangereux pour les vélos: la configuration change très souvent, n'est pas balisée / indiquée correctement. On peut se retrouver coincé dans le trafic routier ou dans les engins de chantier;69266;135941;4.872263758;45.779355217
Félix faure;69123;158882;4.854238692;45.753063159
Fin brutale de la piste cyclable et nid de poule invisible sur les traits du passage piéton (j'ai manqué tomber et me faire écraser en tournant);69123;158882;4.877329733;45.754887469
Circulation impossible;69123;179810;4.869216066;45.744385314
piste cyclable partagée avec les voitures, rue souvent bouchonnée aux heures de pointe, ce qui rend impossible d'avancer. Souvent les vélos se déportent sur la voie du bus sur la gauche, mais ce n'est pas idéal car dangereux d'avoir les voitures sur sa droite;69266;134284;4.880335368;45.76203009
;69123;180538;4.792756695;45.773696461
En travaux depuis des mois;69123;158882;4.862623582;45.753951714
"";69123;184053;4.858390875;45.760406612
incompréhension des voitures sur la priorité au vélo (voiture qui tourne du cours charlemagne vers rue paul montrochet) quand le feu passe au vert. Souvent route coupée ou klaxonné.;69123;115328;4.818350362;45.73968337
"";69266;136952|155875;4.890251349;45.759260194
"";69123;158882;4.861506098;45.753847262
;69123;115328;4.817939038;45.734017239
;69123;160782;4.853825719;45.757087655
"";69123;158882;4.858591233;45.753594026
"";69123;158882;4.86785082;45.754667532
tout simplement dangereux pour le cycliste qui veut soit aller à Ecully et se fait doubler dans un virage avec angles morts, ou soit veut prendre la piste cyclable vers Tassin et doit traverser de manière hyper dangereuse une 2x2voies, pour retrouver une piste cyclable discontinue où parquent régulièrement des voitures;69244;180538;4.792376771;45.773380807
;69266;160582;4.876363185;45.755715572
Travaux lourds;69123;158882;4.874857715;45.755525071
Travaux persistants, aménagement cyclable inexistant avec un conflit piéton/vélo + beaucoup d'usagers en vélo qui se rendent à leur travail à proximité de cette zone d'activité;69123;148414|182384;4.844986904;45.724619679
Difficultés pour tourner à gauche : voitures en face + trottoir trop haut passage du Béal;69123;180538;4.794874555;45.773581906
Carrefour où des vélos ne peuvent pas facilement prendre la piste cyclable en fonction de la route dont ils arrivent;69123;180538;4.792626122;45.773508519
Pas de piste pour continuer de remonter la rue du bourbonnais en contre sens;69123;180538;4.795011398;45.773599359
Pas de pistes et on est obligé de passer par cet axe pas pensé à vélo pour rejoindre le Valvert pour éviter des voitures à plus de 70km/h sur la rue Marietton voulant rejoindre le périphérique.;69123;180538;4.794453993;45.773576385
Pas de piste de remplacement;69123;158882;4.866531339;45.754527393
Pas de piste cyclable, mais des travaux en cours me laisse penser que cela va changer;69123;180538;4.793544259;45.773555519
Plutôt bordélique à date, à voir post travaux;69123;158882;4.866786056;45.754546438
"";69123;158882;4.872444434;45.755155252
"";69266;158882;4.880683373;45.754702697
"";69123;181612;4.824228208;45.73165602
"";69123;158882;4.865621582;45.754441319
des travaux partout;69266;155875;4.889277665;45.759442975
"";69123;180538;4.792492541;45.77348084
"Jonction entre marietton et Victor Hugo";69081;180538;4.79264043;45.773657676
;69123;181612;4.829856994;45.726416621
;69199;148425|182686;4.855147276;45.708411262
"";69123;158882;4.859456902;45.753666391
"";69123;158882;4.857087704;45.7533432
travaux;69123;158882;4.875784919;45.755486638
En espérant que les travaux améliorent les choses;69266;135904;4.891093369;45.755771888
Travaux avenue;69123;179810;4.865417562;45.745303955
Zone de travaux, dangereux de passer de la piste cyclable à la route, pas d'aménagement temporaire;69123;158882;4.859274713;45.753518167
Avenue en travaux très dangereuse a velo;69123;158882;4.854338647;45.753077016
Travaux importants;69123;158882;4.856155965;45.753312201
travaux longue durée sans plan vélo (généralisé sur le T10 dans le quartier de gérland);69123;148414|182384;4.845251807;45.725923145
travaux rendant la cirulation a vélo très dangereuse;69266;136952|155875;4.888556705;45.759010364
Piste cyclable trop interrompue;69040;162326;4.795005941;45.792710543
Route de genas et le quartier en général, travaux bus + tramway;69123;158882;4.880664083;45.754613272
travaux devant la Halle (tram), changeant très souvent, on ne sait jamais ou passer;69123;181612;4.823962643;45.731588801
"fin de piste cyclable, croisement avec des rues où la piste cyclable est à double sens (obligé de passé sur les esplanades, trottoirs du quartiers, et ce jusqu'à la Cité internationale où le sparents sont obligés de déposer leurs enfant en double file sur cette rue étroite
pavés au sols qui sont glissants les jours de pluie (avec aussi en hiver, les feuilles des arbres qui glissent sur les pavés)";69123;181612;4.823922223;45.727757277
Les travaux rendent la circulation difficile sur l'avenue des frères lumière;69123;179810;4.865077635;45.745473245
"";69123;179810;4.870504966;45.744123549
Travaux infinis...;69256;170403|178544;4.933296521;45.763722105
Pas de piste cyclable;69123;185682;4.802063643;45.779120993
Les cyclistes doivent s'arrêter au milieu;69123;180538;4.792717167;45.77359003
;69123;181612;4.824113934;45.731513559
Pour aller vers cette partie de Lyon/Villeurbanne, les nombreux travaux de ces deux dernières années ainsi que l'absence de pistes cyclables  la rendent difficile;69266;155875;4.889343016;45.759546356
Dangereux ici, il vaut mieux rouler sur le trottoir, qui n'est pas fait pour nous...;69029;165198;4.917075637;45.7483668
Chantier + trafic dense + vitesse + pas d’aménagement ciclable;69123;158882;4.866572425;45.754556193
Travaux, voitures garées n'importe comment, route à sens unique mains avec double sens cyclable très dangereux;69123;158882;4.865006002;45.754239973
travaux du nouveau bus;69123;158882;4.856637462;45.753235677
;69259;148686;4.891322796;45.704317157
Les chicanes de Felix Faure. Les travaux d'assainissement ont crée plusieurs chicanes et le contre-sens cyclable n'est pas bien balisé;69123;158882;4.874244147;45.755446578
"";69081;180538;4.792032214;45.773219468
route de genas;69266;135903;4.892270577;45.754123034
Sortie ouest;69081;180538;4.793506473;45.774465625
toute la rue félix faure en travaux;69123;158882;4.869034521;45.754809584
;69266;135904;4.891098183;45.75589889
"";69266;135905;4.884135788;45.757853364
carrefour dangereux même pour les voitures. Difficultée à rejoindre la piste ciclable avenue victor Hugo car il faut traverser un axe routier très emprunté;69123;180538;4.792737603;45.77371086
piste cyclable interrompue;69123;181612;4.824357973;45.731706717
"";69123;158882;4.861626353;45.7539516
