numero;intervenant;nature_chantier;nature_travaux;etat;date_debut;date_fin;mesures_police;last_update;adresse;commune;code_insee;contact_tel;contact_mail;contact_url;gid
202505576;TSU / TOS / VTPO-O3;Entretien des chaussées;Réfection partielle de chaussée;Ouvert;2025-06-26;2025-12-19;;2025-11-26 12:02:34.475687+01:00;128 -141 Rue Ampère (Pierre-Bénite);Pierre Benite;69152;04 28 67 60 60;;;199474
202507606;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Construction, renouvellement et réparation réseau eau potable;Aménagement, renouvellement de canalisation eau potable avec branchement;Ouvert;2025-08-18;2026-02-13;;2025-11-26 12:02:35.029743+01:00;Rue Joseph Desbois (Meyzieu);Meyzieu;69282;09 69 39 69 99;;;191894
202313559;TSU / TCE / VTPCE-CE2;Aménagements cyclables et Engin de Déplacement Personnel;Création / Aménagement  / Entretien de mixité cyclable;Ouvert;2025-09-29;2026-03-31;;2025-09-29 09:02:16.090906+02:00;Rue Trarieux (entre Cours Eugénie et le n° 93 Rue Trarieux) ( Lyon 3ème Arrondissement);Lyon 3ème;69383;04 69 64 51 00;;;194323
202505859;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Construction, renouvellement et réparation réseau eau potable;Aménagement, renouvellement de canalisation eau potable avec branchement;Ouvert;2025-10-13;2026-02-13;;2025-11-20 12:03:26.017054+01:00;Avenue du Lac (Saint-Genis-Laval) : De Route de Charly à Chemin de la Citadelle. Avenue Bel Air (Saint-Genis-Laval) : De Avenue du Lac à Chemin de la Citadelle (Saint Genis-Laval);Saint Genis Laval;69204;09 69 39 69 99;;;194333
202511351;SFR-Fibre Historique;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Aménagement, renouvellement réseau et branchement (télécom ou video);Validé;2025-11-17;2025-12-19;;2025-12-16 15:02:03.175767+01:00;Intersection Chemin du Moulin Carron / Chemin du Tronchon (Écully);Ecully;69081;;;www.sfr.fr;196956
202509601;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Construction, renouvellement et réparation réseau eau potable;Aménagement, renouvellement de canalisation eau potable avec branchement;Validé;2025-12-01;2025-12-31;Circulation interdite, Restriction de jour, Stationnement interdit;2025-12-16 15:02:03.567339+01:00;Chemin des Cailloux, Chemin du Devey, et Route du Bas Privas (Charly) ;Charly;69046;09 69 39 69 99;;;199170
202510279;REGION AUVERGNE RHÔNE ALPES;Sondages;Sondage mécanique;Validé;2025-09-22;2025-12-19;;2025-12-16 15:02:03.884909+01:00;Avenue Général Leclerc, entre Chemin de Crépieux et Chemin Pierre Drevet (Caluire-et-Cuire, Rillieux-la-Pape),  ;Caluire et Cuire;69034;;;;195420
202510967;TSU / TOS / VTPS-S2;Entretien des chaussées;Entretien de chaussée;Validé;2025-11-27;2025-12-19;;2025-12-16 15:02:03.251964+01:00;39 Rue des Frères Emmanuel-Joseph et Louis Amadéo (Vénissieux);Venissieux;69259;04 26 99 33 50;;;199363
202502384;RCU Centre Métropole - ELM (Dalkia);Branchements réseau > 25 ml Chauffage Urbain;Construction de branchement > 25 ml (Chauffage Urbain);Ouvert;2025-09-29;2026-01-30;;2025-09-30 09:01:58.421624+02:00;Rue des Rancy, entre Rue Céqui et Rue Garibaldi (Lyon 3e Arrondissement) Coordonnées GPS de l'emprise (format WGS84) : 4.850109570701935 45.75608405554493 Coordonnées GPS de l'emprise (format WGS84) : 4.8507760416771255 45.75607753080693;Lyon 3ème;69383;;;;195444
202511828;AOMTL (SYTRAL Mobilités);Sondages;Sondage mécanique;Validé;2025-11-10;2025-12-24;;2025-12-16 15:02:03.506692+01:00;Carrefour Rue Joliot Curie, Route de Brignais, et Chemin des Ifs (Francheville, Tassin-la-Demi-Lune);Lyon 5ème;69385;;;;197868
202512119;DIEM / Voirie Mobilité Exploitation Information;Construction, renouvellement et réparation réseau;Aménagement, renouvellement réseau régulation trafic;Ouvert;2025-11-06;2025-12-26;;2025-12-16 15:02:03.761517+01:00;Route de Strasbourg (Caluire-et-Cuire) face ancienne route de Strasbourg;Caluire et Cuire;69034;;;https://www.grandlyon.com/pratique/nous-contacter;198440
202512373;ENEDIS;Branchements réseau électrique < 25 ml;Renforcement de branchement électrique < 25 ml;Ouvert;2025-12-15;2025-12-22;;2025-12-16 15:02:03.171398+01:00;19 Chemin de Chantegrillet (Sainte-Foy-lès-Lyon);Sainte Foy les Lyon;69202;;;www.enedis.fr/aide_contact;198910
202512514;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Ouvert;2025-12-03;2025-12-17;Circulation alternée, Restriction de jour, Restriction de nuit, Stationnement interdit;2025-12-16 15:02:03.501290+01:00;au 9 Rue de l'Egalité (Mions);Mions;69283;;;www.enedis.fr/aide_contact;199055
202501211;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Construction, renouvellement et réparation réseau eau potable;Construction de canalisation eau potable et branchement;Ouvert;2025-06-02;2025-12-31;;2025-09-05 18:02:14.826467+02:00;Chemin du Devey;Charly;69046;09 69 39 69 99;;;194380
202512762;ELM Operations SAS;Construction, renouvellement et réparation réseau Chauffage Urbain;Réparation de réseau (Chauffage Urbain);Ouvert;2025-11-24;2025-12-26;;2025-11-26 15:02:15.809927+01:00;2-6 Rue du 24 Février 1848 (Villeurbanne);Villeurbanne;69266;;;;199495
202509633;LYON - Eclairage Public;Construction, renouvellement et réparation réseau Eclairage Public;Construction de réseau éclairage public;Ouvert;2025-10-14;2025-12-19;;2025-10-14 09:02:26.262015+02:00;Au droit du n°31 Rue Docteur Albéric Pont, carrefour Rue Docteur Albéric Pont / Rue des Granges (Lyon 5ème Arrondissement);Lyon 5ème;69385;;;;194391
202400387;TSU / TE / VTPE-E2;Aménagements sécurisés;Création / aménagement de zones de circulation apaisée (piétonne, rencontre, 30);Ouvert;2025-09-08;2026-03-31;;2025-09-08 09:02:35.120262+02:00;Avenue Charles de Gaulle de la rue Allende au carrefour Patsy o Hara ;Vaulx en Velin;69256;04 28 67 51 40;;;192404
202509631;LYON - Eclairage Public;Construction, renouvellement et réparation réseau Eclairage Public;Réparation de réseau éclairage public;Ouvert;2025-10-14;2025-12-19;;2025-12-16 15:02:03.910704+01:00;Au droit n°15-17-19 Rue Docteur Albéric Pont (LYON 5);Lyon 5ème;69385;;;;194368
202510705;DTEE ... DECI-Hydrants;Émergences et autres équipements eau potable;Entretien d'appareils hydraulique (Hydrant bouches à clef);Ouvert;2025-12-10;2025-12-24;;2025-12-10 18:02:18.962717+01:00;Rue Bancel/Rue Chevreul (Lyon 7e Arrondissement) PI 926;Lyon 7ème;69387;04 28 67 55 20;;;196890
202510239;IZIVIA FMET 1;Aménagement pour l'Autopartage ou Véhicules Électriques;Création / Entretien / Dépose de borne de rechargement;Validé;2025-11-12;2025-12-30;;2025-11-07 18:01:55.838804+01:00;Avenue de Böhlen (Vaulx-en-Velin);Vaulx en Velin;69256;;;;198517
202510241;IZIVIA FMET 1;Aménagement pour l'Autopartage ou Véhicules Électriques;Création / Entretien / Dépose de borne de rechargement;Validé;2025-11-12;2025-12-30;;2025-12-16 15:02:03.689095+01:00;Rue Elisée Reclus (Décines-Charpieu);Decines Charpieu;69275;;;;198518
202510243;IZIVIA FMET 1;Aménagement pour l'Autopartage ou Véhicules Électriques;Création / Entretien / Dépose de borne de rechargement;Validé;2025-11-12;2025-12-30;;2025-11-07 18:01:56.877798+01:00;Rue du 24 Avril 1915 (Meyzieu);Meyzieu;69282;;;;198519
202401487;SIGERLY Réseaux et Eclairage;Construction, renouvellement et réparation réseau électrique;Construction de réseau et branchement électrique;Ouvert;2024-11-04;2026-02-27;;2025-12-16 15:02:03.800125+01:00;Rue des Brosses (Villeurbanne);Villeurbanne;69266;04 78 84 98 27;;;199316
202308804;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Création / aménagement de voie Bus / Tram;Ouvert;2023-10-02;2023-10-06;Circulation réduite, Restriction de jour, Stationnement interdit, Trottoir interdit;2025-12-16 15:02:03.832680+01:00;-Avenue Jean Jaurès : Du carrefour Avenue Pierre Sémard / Avenue de la République en passant par la Rue Carnot et Rue Eugène Peloux jusqu'au carrefour Avenue Jean Jaurès / Rue Emile Zola / Rue Carnot / Rue Paul Langevin, -Rue Emile Zola : Du carrefour Rue Jean Vilar / Rue Emile Zola au carrefour Rue Paul Langevin / Avenue Jean Jaurès / Rue Carnot (Vénissieux);Venissieux;69259;;;;148614
202508914;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Construction, renouvellement et réparation réseau eau potable;Entretien, intervention sur canalisation eau potable;Ouvert;2025-11-24;2025-12-31;;2025-11-27 09:02:24.960942+01:00;Chemin des Martyrs (Rillieux-la-Pape);Rillieux la Pape;69286;09 69 39 69 99;;;199508
202509199;DIEM / Voirie Transformation d'Espace Public;Jalonnement, signalisation et information;Pose / entretien de mât et panneau de jalonnement ou de signalétique;Validé;2025-11-03;2025-12-31;;2025-12-16 15:02:03.797974+01:00;175 Rue Paul Bert (Lyon 3e Arrondissement);Lyon 3ème;69383;;;https://www.grandlyon.com/pratique/nous-contacter;196804
202509354;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Construction de branchement < 25 ml (télécom ou video);Validé;2025-12-04;2026-02-04;;2025-12-16 15:02:03.245183+01:00; au 257 Rue de Ponterle (Craponne);Craponne;69069;;;;198309
202509475;ENEDIS;Construction, renouvellement et réparation réseau électrique;Aménagement, renouvellement réseau BTA sans branchement;Ouvert;2025-11-12;2025-11-19;Circulation alternée, Circulation réduite, Restriction de jour, Restriction de nuit, Stationnement interdit, Trottoir interdit;2025-12-16 15:02:03.653819+01:00;Du 25 au 1 Rue Jaboulay (Oullins);Oullins;69149;;;www.enedis.fr/aide_contact;196138
202510617;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Validé;2025-12-08;2025-12-19;;2025-12-16 15:02:03.339075+01:00;Allée Sergueï Paradjanov (Villeurbanne);Villeurbanne;69266;;;www.enedis.fr/aide_contact;198477
202509165;DTEE ... RT Galeries;Construction, renouvellement et réparation réseau d'assainissement;Travaux en galerie (puits d'attaque et sous oeuvre) avec impact sur le DP;Ouvert;2025-11-25;2025-12-31;;2025-11-25 15:02:20.127247+01:00;Impasse Flesselles (Lyon 1er Arrondissement);Lyon 1er;69381;;;https://www.grandlyon.com/pratique/nous-contacter;194466
202509701;LYON - Eclairage Public;Construction, renouvellement et réparation réseau Eclairage Public;Aménagement, renouvellement réseau éclairage public;Ouvert;2025-10-14;2025-12-19;;2025-12-16 15:02:03.797273+01:00;Au droit du n°26, Rue des Aqueducs (LYON 5);Lyon 5ème;69385;;;;194513
202512077;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Validé;2025-12-17;2026-01-02;Circulation alternée, Circulation réduite, Restriction de jour;2025-12-16 15:02:03.562562+01:00;Route du Mas Rillier (Rillieux-la-Pape);Rillieux la Pape;69286;;;www.enedis.fr/aide_contact;198809
202511574;ENEDIS;Branchements réseau électrique > 25 ml;Construction de branchement électrique > 25 ml;Ouvert;2025-11-13;2025-12-31;;2025-12-16 15:02:03.413909+01:00;Boulevard de l'Université (Bron);Bron;69029;;;www.enedis.fr/aide_contact;197263
202509675;LYON - Eclairage Public;Construction, renouvellement et réparation réseau Eclairage Public;Aménagement, renouvellement réseau éclairage public;Ouvert;2025-10-14;2025-12-19;;2025-10-14 09:02:28.011193+02:00;Au droit du n°8, Rue François Génin (LYON 5);Lyon 5ème;69385;;;;194497
202509677;LYON - Eclairage Public;Construction, renouvellement et réparation réseau Eclairage Public;Aménagement, renouvellement réseau éclairage public;Ouvert;2025-10-14;2025-12-19;;2025-10-14 09:02:26.427874+02:00;Au droit du n°12, Rue François Génin (LYON 5);Lyon 5ème;69385;;;;194498
202509686;LYON - Eclairage Public;Construction, renouvellement et réparation réseau Eclairage Public;Réparation de réseau éclairage public;Ouvert;2025-10-14;2025-12-19;;2025-10-14 09:02:27.755460+02:00;Place Bénédicte Teissier, au carrefour Avenue du Point du Jour / Rue François Génin;Lyon 5ème;69385;;;;194505
202511745;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Intervention sur des chambres, boites, armoires impactant le domaine public (télécom ou video);Validé;2025-11-24;2025-12-31;;2025-11-10 18:01:58.879925+01:00;à côté  32 Cours André Philip (Villeurbanne) à proximité Rue Gabriel Péri (Villeurbanne);Villeurbanne;69266;;;;198567
202509692;LYON - Eclairage Public;Construction, renouvellement et réparation réseau Eclairage Public;Réparation de réseau éclairage public;Ouvert;2025-10-14;2025-12-19;;2025-12-16 15:02:03.457519+01:00;Au droit du n°50, Avenue du Point du Jour (LYON 5);Lyon 5ème;69385;;;;194507
202509694;LYON - Eclairage Public;Construction, renouvellement et réparation réseau Eclairage Public;Réparation de réseau éclairage public;Ouvert;2025-10-14;2025-12-19;;2025-10-14 09:02:27.404341+02:00;Au droit du n°8, Rue des Aqueducs (LYON 5);Lyon 5ème;69385;;;;194509
202512336;DCE / RT / Rive Droite Sud;Branchements d'assainissement < à 25 ml;Construction branchement d'assainissement < 25 ml;Validé;2026-01-12;2026-01-15;Circulation alternée, Circulation réduite, Restriction de jour;2025-12-16 15:02:03.418806+01:00;5 Rue Edouard Idoux (Givors);Givors;69091;04 28 67 55 20;;;198884
202315050;AOMTL (SYTRAL Mobilités);Jalonnement, signalisation et information;Signalisation horizontale;Validé;2025-09-01;2025-12-31;;2025-09-08 15:02:10.970178+02:00;161 Avenue Thiers (Lyon 6ème Arrondissement) ;Lyon 6ème;69386;;;;194524
202210223;MOU / Espaces Publics Infrastructures;Création / aménagement d'espace public;Création / aménagement espace public  (Places, ZAC, ...);Ouvert;2025-10-17;2026-12-31;;2025-10-17 12:02:14.332804+02:00;Place Edgar Quinet et Rue Vendôme entre la Place Edgar Quinet et Rue Vauban sur la commune de (Lyon 6ème Arrondissement);Lyon 6ème;69386;;;https://www.grandlyon.com/pratique/nous-contacter;194518
202512380;ENEDIS;Branchements réseau électrique < 25 ml;Renforcement de branchement électrique < 25 ml;Validé;2025-12-15;2025-12-22;;2025-12-16 15:02:03.510668+01:00;17 Chemin de Chantegrillet (Sainte-Foy-lès-Lyon);Sainte Foy les Lyon;69202;;;www.enedis.fr/aide_contact;198914
202508936;ENEDIS;Construction, renouvellement et réparation réseau électrique;Construction de réseau et branchement électrique;Ouvert;2025-11-19;2025-12-26;;2025-11-19 12:02:27.112751+01:00;372 - 378 Route de Genas (Bron, Vaulx-en-Velin);Bron;69029;;;www.enedis.fr/aide_contact;196923
202509080;GrDF - Ingénierie;Construction, renouvellement  et réparation réseau gaz;Aménagement, renouvellement réseau gaz avec branchement;Ouvert;2025-11-24;2025-12-19;;2025-12-16 12:02:30.030963+01:00;Du 135 Rue Trarieux (Lyon 3ème Arrondissement);Lyon 3ème;69383;09 69 36 35 34;;;196924
202509845;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Renouvellement branchement Eau Potable < 25ml;Validé;2025-11-17;2025-12-17;;2025-10-17 12:02:15.226117+02:00;Du 41 au 43 Rue Jean Mermoz (MEYZIEU);Meyzieu;69282;09 69 39 69 99;;;196926
202510657;EAU DU GRAND LYON - LA REGIE ENTRETIEN;Branchements eau potable < à 25 ml;Suppression branchement eau potable < 25 ml;Validé;2025-11-17;2025-12-31;;2025-10-17 12:02:13.972875+02:00;20 Rue des Razes (Feyzin);Feyzin;69276;09 69 39 69 99;;;196933
202510658;EAU DU GRAND LYON - LA REGIE ENTRETIEN;Branchements eau potable < à 25 ml;Suppression branchement eau potable < 25 ml;Validé;2025-11-17;2025-12-31;;2025-10-17 12:02:15.644404+02:00;Du 9 au 9BIS Rue des Razes (Feyzin);Feyzin;69276;09 69 39 69 99;;;196934
202510659;EAU DU GRAND LYON - LA REGIE ENTRETIEN;Branchements eau potable < à 25 ml;Suppression branchement eau potable < 25 ml;Validé;2025-11-17;2025-12-31;;2025-10-17 12:02:14.228041+02:00;Du 3 au 5 Rue des Razes (Feyzin);Feyzin;69276;09 69 39 69 99;;;196935
202510660;EAU DU GRAND LYON - LA REGIE ENTRETIEN;Branchements eau potable < à 25 ml;Suppression branchement eau potable < 25 ml;Validé;2025-11-17;2025-12-31;;2025-10-17 12:02:14.785777+02:00;10 Rue des Razes (Feyzin);Feyzin;69276;09 69 39 69 99;;;196936
202512016;JC DECAUX France;Mobilier urbain;Pose / entretien autre mobilier urbain, ...;Ouvert;2025-11-17;2026-01-15;;2025-12-16 15:02:03.137685+01:00;Quai Paul Sédallian (Lyon 9e Arrondissement);Lyon 9ème;69389;;;;198365
202510743;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Construction de branchement < 25 ml (télécom ou video);Validé;2025-11-17;2025-12-24;;2025-10-17 12:02:15.163512+02:00;à côté 3 Rue Bossuet (Neuville-sur-Saône);Neuville sur Saone;69143;;;;196939
202511079;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Suppression branchement eau potable < 25 ml;Validé;2025-11-17;2025-12-26;;2025-10-17 12:02:14.065153+02:00;8 Place des Palabres (Saint-Fons);Saint Fons;69199;09 69 39 69 99;;;196944
202511186;ORANGE SA;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Construction de réseau et branchement (télécom ou video);Validé;2025-11-17;2025-12-19;;2025-10-17 12:02:14.370152+02:00;En face Du 35 Rue de Paris (La Tour-de-Salvagny);La Tour de Salvagny;69250;;;;196946
202511291;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Construction branchement eau potable < 25 ml;Validé;2025-11-17;2025-12-19;;2025-12-16 15:02:03.793457+01:00;Nord du 2 Rue Charlotte Delbo angle Rue Léon Blum côté pairs (Villeurbanne);Villeurbanne;69266;09 69 39 69 99;;;196948
202511300;ENEDIS;Construction, renouvellement et réparation réseau électrique;Aménagement, renouvellement réseau BTA sans branchement;Ouvert;2025-11-26;2025-12-19;;2025-11-26 12:02:35.236845+01:00;Du 22 au 24 Rue de Tourvielle (Lyon 5ème Arrondissement);Lyon 5ème;69385;;;www.enedis.fr/aide_contact;196949
202512114;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Réparation de branchement < 25 ml (télécom ou video);Validé;2025-11-24;2025-12-31;;2025-12-16 15:02:03.256052+01:00;Face au 58b Rue Coste (Caluire-et-Cuire);Caluire et Cuire;69034;;;;198504
202512163;RILLIEUX LA PAPE-Intervenant;Construction, renouvellement et réparation réseau électrique;Construction de réseau et branchement électrique;Ouvert;2025-11-28;2025-12-22;;2025-12-16 15:02:03.335648+01:00;Avenue Général Leclerc (Rillieux-la-Pape);Rillieux la Pape;69286;;;;198536
202406662;TSU / TOS / VTPS-S3;Création / aménagement d'espace public;Création / aménagement espace public  (Places, ZAC, ...);Ouvert;2025-10-06;2025-10-15;Restriction de jour, Restriction de nuit, Stationnement interdit;2025-12-16 15:02:03.681549+01:00;Rue Jean Jaurès, Place Jean Jaurès, Rue André Mayer, Rue du 11 Novembre et Place de l'Ancienne Mairie (Grigny)   ;Grigny;69096;04 26 99 33 50;;;195595
202311935;MOU / Espaces Publics Infrastructures;Aménagements cyclables et Engin de Déplacement Personnel;Création / Aménagement  / Entretien de piste cyclable;Ouvert;2024-11-07;2026-02-28;;2025-12-16 15:02:04.031907+01:00;Rue de Bonnel entre le quai Augagneur et la rue Garibaldi à (Lyon 3e Arrondissement);Lyon 3ème;69383;;;https://www.grandlyon.com/pratique/nous-contacter;199315
202410606;ENEDIS;Construction, renouvellement et réparation réseau électrique;Aménagement, renouvellement réseau BTA avec branchement;Ouvert;2025-11-27;2025-12-19;;2025-11-27 12:02:29.502267+01:00;Rue de l'Aube (Lyon 5e Arrondissement);Lyon 5ème;69385;;;www.enedis.fr/aide_contact;199544
202508165;GrDF - Ingénierie;Construction, renouvellement  et réparation réseau gaz;Intervention sur réseau gaz;Validé;2026-02-02;2026-02-13;;2025-12-16 15:02:03.451703+01:00;Face au 71, Rue Montgolfier (Lyon 6e Arrondissement)  ;Lyon 6ème;69386;09 69 36 35 34;;;199563
202510877;LYON - Eclairage Public;Construction, renouvellement et réparation réseau Eclairage Public;Construction de réseau éclairage public;Ouvert;2025-10-14;2025-12-19;;2025-12-16 15:02:03.670735+01:00;A l’angle Rue Docteur Albéric Pont / Rue Commandant Charcot, au droit du n°2 Rue Docteur Albéric Pont (Lyon 5ème Arrondissement);Lyon 5ème;69385;;;;196242
202510244;IZIVIA FMET 1;Aménagement pour l'Autopartage ou Véhicules Électriques;Création / Entretien / Dépose de borne de rechargement;Validé;2025-12-01;2025-12-11;Restriction de jour, Restriction de nuit, Stationnement interdit, Stationnement réduit;2025-12-16 15:02:03.672232+01:00;Rue des Albatros (Mions);Mions;69283;;;;198520
202510276;REGION AUVERGNE RHÔNE ALPES;Sondages;Sondage mécanique;Validé;2025-09-22;2025-12-19;;2025-12-16 15:02:03.724716+01:00;Carrefour Avenue du Boutarey (Sathonay-Camp);Sathonay Camp;69292;;;;195355
202511829;DCE / RT / Rive Gauche;Construction, renouvellement et réparation réseau d'assainissement;Construction de canalisation d'assainissement et branchement;Ouvert;2025-12-01;2025-12-19;;2025-12-16 15:02:03.352426+01:00;1,8,9 Chemin de Grange Blanche (Corbas);Corbas;69273;04 28 67 55 00;;;197869
202511841;DACV / VP / Nature et Fleuves;Création / aménagement d'espace public;Création / aménagement espace piéton;Ouvert;2025-12-02;2025-12-22;;2025-12-03 12:02:31.207024+01:00;Montée de la Rochette (Caluire-et-Cuire);Caluire et Cuire;69034;;;https://www.grandlyon.com/pratique/nous-contacter;199567
202512076;ORANGE SA;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Déplacement ou dévoiement de réseau (télécom ou video);Validé;2025-11-24;2026-01-23;;2025-12-16 15:02:03.135696+01:00;Face au 237 Route de Genas (Villeurbanne);Bron;69029;;;;198457
202512120;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Réparation de branchement < 25 ml (télécom ou video);Validé;2025-11-19;2025-12-26;;2025-12-16 15:02:03.444312+01:00;Face au 404 Route de Genas (Bron);Bron;69029;;;;198464
202512133;RILLIEUX LA PAPE-Intervenant;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Ouvert;2025-11-28;2025-12-22;;2025-12-16 15:02:03.406067+01:00;2871 Avenue de l'Europe (Rillieux-la-Pape);Rillieux la Pape;69286;;;;198466
202510281;REGION AUVERGNE RHÔNE ALPES;Sondages;Sondage mécanique;Validé;2025-09-22;2025-12-19;;2025-09-25 15:02:08.643613+02:00;Avenue Antoine Dutrievoz, Villeurbanne;Lyon 6ème;69386;;;;195613
202512356;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Construction de branchement < 25 ml (télécom ou video);Validé;2025-12-02;2026-01-09;;2025-12-16 15:02:03.311507+01:00;Face au 20 Ancienne Route Nationale 7 (Dardilly) jusqu' à côté 6A Chemin de la Beffe (Dardilly);Dardilly;69072;;;;199039
202512484;VILLEURBANNE - Eclairage Public;Construction, renouvellement et réparation réseau Eclairage Public;Réparation de réseau éclairage public;Validé;2025-12-08;2026-01-31;;2025-11-27 12:02:29.660139+01:00;Rue de Bruxelles (Villeurbanne);Villeurbanne;69266;;;;199570
202512420;ENEDIS;Construction, renouvellement et réparation réseau électrique;Aménagement, renouvellement réseau BTA avec branchement;Validé;2025-12-01;2025-12-19;;2025-12-16 15:02:03.355098+01:00;1 au 5 Rue Noel Descormes (Saint-Fons);Saint Fons;69199;;;www.enedis.fr/aide_contact;198964
202512492;AOMTL (SYTRAL Mobilités);Sondages;Pose de piézomètres ;Validé;2025-12-04;2025-12-19;Restriction de jour, Restriction de nuit, Stationnement interdit, Trottoir interdit;2025-12-16 15:02:03.257030+01:00;Angle Avenue Jules Guesde et Rue Marcel Pagnol (Vénissieux);Venissieux;69259;;;;199051
202512675;GrDF - Ingénierie;Branchements gaz < 25 ml;Suppression branchement gaz  < 25 ml;Validé;2025-12-15;2025-12-19;;2025-12-16 15:02:03.163285+01:00;18 Rue Paul Painlevé (Caluire-et-Cuire);Caluire et Cuire;69034;09 69 36 35 34;;;199438
202512692;TSU / TCO / VTPCS-CS2;Création et entretien de trottoir;Réfection partielle de trottoir;Validé;2025-12-01;2025-12-31;;2025-12-16 15:02:04.034291+01:00;Rue des Trois Pierres, entre Rue Creuzet et Avenue Jean Jaurès (Lyon 7e Arrondissement);Lyon 7ème;69387;04 78 95 67 20;;;199441
202512713;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Validé;2025-12-22;2026-01-05;;2025-12-16 15:02:04.007158+01:00;64 Montée des Soldats (Caluire-et-Cuire);Caluire et Cuire;69034;;;www.enedis.fr/aide_contact;199581
202512722;DIEM / Ouvrage d'Art;Ouvrage d'art;Entretien / réfection pont et passerelle;Validé;2025-12-15;2025-12-19;;2025-11-27 12:02:30.816483+01:00;Boulevard de L'Université  (Bron);Bron;69029;;;https://www.grandlyon.com/pratique/nous-contacter;199582
202504869;DIEM / Voirie mobilité Patrimoine;Carrefours;Création / aménagement carrefour à feux;Ouvert;2025-10-21;2026-02-28;;2025-10-21 09:02:14.513794+02:00;Au 110 Rue Château Gaillard (Villeurbanne);Villeurbanne;69266;;;https://www.grandlyon.com/pratique/nous-contacter;195666
202512774;EAU DU GRAND LYON - LA REGIE ENTRETIEN;Branchements eau potable < à 25 ml;Construction branchement eau potable < 25 ml;Validé;2025-11-27;2025-12-19;;2025-11-27 12:02:30.506925+01:00;59 Avenue du Point du Jour;Lyon 5ème;69385;09 69 39 69 99;;;199590
202512785;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Réparation de branchement < 25 ml (télécom ou video);Validé;2025-12-10;2026-01-16;;2025-11-27 12:02:29.631019+01:00;Entre 18 et 20 Rue de la Paix (Bron);Bron;69029;;;;199593
202512793;DTEE ... DECI-Hydrants;Émergences et autres équipements eau potable;Entretien d'appareils hydraulique (Hydrant bouches à clef);Validé;2025-12-01;2025-12-26;;2025-12-16 15:02:03.138362+01:00;Rue de Catalogne (Décines-Charpieu) PI 13746;Decines Charpieu;69275;04 28 67 55 20;;;199595
202509604;DTEE ... RT Galeries;Construction, renouvellement et réparation réseau d'assainissement;Travaux en galerie (puits d'attaque et sous oeuvre) avec impact sur le DP;Ouvert;2025-11-25;2025-12-31;;2025-12-16 15:02:03.637777+01:00;Place Rouville (LYON 1);Lyon 1er;69381;;;https://www.grandlyon.com/pratique/nous-contacter;194482
202500119;TSU / TNO / VTPN-N2;Caniveau et fossé;Entretien de fossé;Validé;2025-12-01;2025-12-19;;2025-11-27 18:01:58.787591+01:00;Route de Saint Trivier (Montanay);Montanay;69284;04 28 67 52 00;;;199625
202511418;GrDF - Exploitation - LVR;Construction, renouvellement  et réparation réseau gaz;Réparation sur réseau gaz;Ouvert;2025-10-17;2026-01-06;;2025-10-17 15:02:13.187219+02:00;49 Route de Vienne (Feyzin);Feyzin;69276;09 69 36 35 34;;;196982
202510195;TSU / TNO / VTPN-N2;Entretien des chaussées;Entretien de chaussée;Validé;2025-12-15;2025-12-19;Circulation alternée, Circulation réduite, Restriction de jour, Stationnement interdit, Trottoir interdit;2025-12-05 15:02:00.057840+01:00;Rue du Cèdre (Genay);Genay;69278;04 28 67 52 00;;;199634
