insee,latitude,longitude,description,categorie_detectee,score_urgence,score_facilite,niveau_facilite_label,flux_proche,location_flux,distance_flux_m,priorite_emoji,priorite_label,priorite_score,score_importance_global
69123,45.777381016,4.803557647,Aucune piste et rues étroites,Infrastructure manquante,3,3,🔴 Difficile (Structurel),133.0,Pont Fontaines RG,295.1417284219398,🟢,FAIBLE,1,59.68
69123,45.78962748,4.80393079,des voitures sont garées comme stationnement résidentiel soir et journée sur la piste cyclable de la lageur d'une voiture et avec des ouvertures  pour se rendre sur le parking résidentiel privé,Infrastructure manquante,3,3,🔴 Difficile (Structurel),149.0,Rue de St-Cyr,399.74416806276764,🟢,FAIBLE,1,59.42
69123,45.754136044,4.863173207,"Le carrefour est dangereux pour les vélos : surtout si on vient de l'ouest, et qu'on veut tourner à gauche vers le nord.",Carrefours dangereux,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2114.041826087062,🟠,ÉLEVÉE,3,59.4
69123,45.754110158,4.8631939,"Acces piste cyclable difficile. Pas de feux de circulation. Voitures + piétons + cyclistes dans les 2 sens de circulation, sans aménagement. C est l anarchie",Infrastructure manquante,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2115.355391158328,🟠,ÉLEVÉE,3,59.39
69123,45.754143651,4.863218096,Carrefour où il est compliqué de tourner à gauche sur la rue Maurice Flandin quand on vient de l'ouest sur l'avenue Félix Faure.,Carrefours dangereux,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2117.5914277157467,🟠,ÉLEVÉE,3,59.39
69123,45.754187276,4.863286264,"Travaux depuis 2 ans, suppression de la bande cyclable, impossible de respecter les deux sens cyclable de circulation",Infrastructure manquante,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2123.341580561102,🟠,ÉLEVÉE,3,59.37
69123,45.778597917,4.802515735,"Carrefour sans aucun aménagement et très compliqué à vélo notamment en tourne -a-gauche (aucun marquage, obligation de de tenir au milieu du carrefour au milieu de la circulation avant de tourner). Pourtant carrefour indispensable pour aller vers la gare de Vaise",Carrefours dangereux,3,3,🔴 Difficile (Structurel),133.0,Pont Fontaines RG,408.18073863142064,🟢,FAIBLE,1,59.32
69123,45.785894047,4.803755464,"Route en travaux en montée, grande différence de vitesse avec peu d'espace lors des déplacements. travaux dûs à la création d'une piste cyclable bidirectionnelle, donc devrait fortement s'arranger",Infrastructure manquante,3,3,🔴 Difficile (Structurel),149.0,Rue de St-Cyr,457.5943261039734,🟢,FAIBLE,1,59.23
69123,45.75420815,4.863859835,Travaux fréquents et difficulté à traverser le carrefour,Carrefours dangereux,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2167.8486252630746,🟠,ÉLEVÉE,3,59.23
69123,45.779120993,4.802063643,Pas de piste cyclable,Infrastructure manquante,3,3,🔴 Difficile (Structurel),133.0,Pont Fontaines RG,465.1016310325402,🟢,FAIBLE,1,59.14
69123,45.754213248,4.864262018,Travaux en cours depuis plus de 1 ans et très peu de prise en compte des vélo dans les aménagements ( aménagements mal faits ou inexistants),Infrastructure manquante,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2198.9521419687185,🟠,ÉLEVÉE,3,59.13
69123,45.754239973,4.865006002,"Travaux, voitures garées n'importe comment, route à sens unique mains avec double sens cyclable très dangereux",Infrastructure manquante,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2256.6851571576344,🟠,ÉLEVÉE,3,58.94
69081,45.766244673,4.769542583,Piste cyclable large et agréable mais qui finit au milieu de nulle part si ce n'est un carrefour dangereux,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1918.0,Maison de la Voie Verte,2061.6937636012217,🟠,ÉLEVÉE,3,58.77
69081,45.766331923,4.769296967,Carrefour extrêmement dangereux aux heures de pointe.,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1918.0,Maison de la Voie Verte,2082.4943244262363,🟠,ÉLEVÉE,3,58.71
69081,45.766221001,4.769224133,Carrefour très dangereux,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1918.0,Maison de la Voie Verte,2085.10797307063,🟠,ÉLEVÉE,3,58.7
69081,45.766210289,4.769198167,Carrefour très complexe et dangereux. Pas d'aménagements cyclable pour le traverser en sécurité.,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1918.0,Maison de la Voie Verte,2086.7941543598454,🟠,ÉLEVÉE,3,58.69
69081,45.766320476,4.76922217,Carrefour très accidentogène.,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1918.0,Maison de la Voie Verte,2087.831950921114,🟠,ÉLEVÉE,3,58.69
69123,45.754466141,4.866029674,"Les travaux interminables de l'avenue Félix Faure ont complètement ruiné l'état de la route et la prise en compte de la fréquentation, qui est très importante en heure de pointe, de cette voie par les cyclistes est quasi inexistantes.",Infrastructure manquante,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2338.2558163654535,🟠,ÉLEVÉE,3,58.68
69256,45.767079598,4.932724657,Intersection,Carrefours dangereux,3,3,🔴 Difficile (Structurel),12.0,Vaulx en Velin_Chemin contre-halage Pont de la Sucrerie,457.5179563556267,🟢,FAIBLE,1,58.61
69123,45.754522431,4.866499295,Carrefour,Carrefours dangereux,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2375.1494016013207,🟠,ÉLEVÉE,3,58.57
69123,45.754535678,4.866541001,carrefour dangereux.,Carrefours dangereux,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2378.5238999650755,🟠,ÉLEVÉE,3,58.56
69123,45.754552068,4.866521559,Arrivée sur un carrefour pour VTM et une zone mixte,Carrefours dangereux,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2377.219968981931,🟠,ÉLEVÉE,3,58.56
69123,45.754527393,4.866531339,Pas de piste de remplacement,Infrastructure manquante,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2377.6801636762452,🟠,ÉLEVÉE,3,58.56
69123,45.754470219,4.866564692,Carrefour dangereux,Carrefours dangereux,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2379.58426440857,🟠,ÉLEVÉE,3,58.55
69123,45.754560303,4.86660601,"En travaux pour l'instant, un carrefour où il y a peu de place et peu de visibilité.",Carrefours dangereux,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2383.832592948454,🟠,ÉLEVÉE,3,58.54
69123,45.754536951,4.866612283,Carrefour Rouget Delisle,Carrefours dangereux,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2384.037718348872,🟠,ÉLEVÉE,3,58.54
69123,45.75455053,4.866586507,"Zone de travaux qui s'étend sur plusieurs carrefours, sans itinéraire sûr et sécurisé pour les vélos.",Carrefours dangereux,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2382.2112185998503,🟠,ÉLEVÉE,3,58.54
69123,45.754528276,4.86663751,Carrefour Felix Faure Lacassagne,Carrefours dangereux,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2385.881010693029,🟠,ÉLEVÉE,3,58.53
69123,45.75297344,4.853368078,"Travaux, circulation très dangereuse",Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1345.2604307141494,🟠,ÉLEVÉE,3,58.51
69123,45.745378324,4.865321741,Pas d'accès cyclable sécurisé entre piétons et véhicules motorisés (forte affluence).,Infrastructure manquante,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2395.292895931389,🟠,ÉLEVÉE,3,58.5
69123,45.752949633,4.853517276,"Toute la rue Félix Faure est dans un état exécrable avec une chaussée très dégradée depuis plus de 4 ans et des travaux incessants sans remise en l'état digne de ce nom. 
La portion de la rue Garibaldi qui rejoins l'avenue Félix Faure (après la fin de la piste cyclable) est dangereuse et impraticable depuis le démarrage des travaux d’enfouissement de la trémie (des trous énormes + voitures qui prennent toute la place)",Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1356.659744083969,🟠,ÉLEVÉE,3,58.47
69123,45.752947551,4.853584744,Les travaux rendent la circulation à vélo très dangereuse,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1361.872330491324,🟠,ÉLEVÉE,3,58.46
69123,45.75698847,4.852532699,"croisement dangereux, pas prévu pour les vélos",Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1382.5986545663968,🟠,ÉLEVÉE,3,58.39
69123,45.752982179,4.854016108,"En travaux depuis des mois, l'avenue Félix Faure est impraticable en vélo et elle est extrêmement dangereuse entre les trous dans la chaussée et les voitures / vélos / trotinettes qui circulent sur le même endroit",Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1395.5075931378085,🟠,ÉLEVÉE,3,58.35
69123,45.757028734,4.852689671,Carrefour dangereux,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1395.5637588718937,🟠,ÉLEVÉE,3,58.35
69123,45.756848616,4.852831456,Tous les carrefours sont dangereux quand on rejoint ou que l'on quitté la rue Garibaldi avec les voitures qui ont le feu vert pour tourner et qui évitent de justesse les vélos qui ont le feu vert pour traverser,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1398.2823283809137,🟠,ÉLEVÉE,3,58.34
69123,45.757006904,4.852760296,Carrefour dangereux,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1399.7105155512693,🟠,ÉLEVÉE,3,58.34
69123,45.753029737,4.854191286,Dangereux à cause des travaux,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1409.3935250894594,🟠,ÉLEVÉE,3,58.31
69123,45.757066321,4.852842848,carrefour dangereux,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1408.143442764977,🟠,ÉLEVÉE,3,58.31
69123,45.753055416,4.854242656,Actuellement à cause des travaux : passage dangereux,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1413.550785868426,🟠,ÉLEVÉE,3,58.29
69123,45.753157662,4.854275246,Le contre sens-cyclable est très dangereux lorsqu'on remonte Felix Faure. Le véhicules slaloment entre les vélos des deux côtés,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1416.8435781174826,🟠,ÉLEVÉE,3,58.28
69123,45.753077016,4.854338647,Avenue en travaux très dangereuse a velo,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1421.1377346778054,🟠,ÉLEVÉE,3,58.27
69123,45.783477159,4.801575133,Pas de piste cyclable et tarif routier très dense.,Infrastructure manquante,3,3,🔴 Difficile (Structurel),149.0,Rue de St-Cyr,758.7934897302932,🟢,FAIBLE,1,58.27
69123,45.753162231,4.854440503,Travaux prolongés incroyablement dangereux avec 0 respect de la part des automobilistes,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1429.6687690837266,🟠,ÉLEVÉE,3,58.24
69266,45.779355217,4.872263758,"Travaux du tram dangereux pour les vélos: la configuration change très souvent, n'est pas balisée / indiquée correctement. On peut se retrouver coincé dans le trafic routier ou dans les engins de chantier",Danger & Vitesse,3,2,🟡 Moyen (Intervention),1439.0,Passerelle de la Paix,1580.465747374614,🟠,ÉLEVÉE,3,58.14
69123,45.753108291,4.855065908,"Travaux longue durée, inconfortable et dangereux",Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1477.6700480974355,🟠,ÉLEVÉE,3,58.09
69123,45.753162248,4.855283895,Travaux + accident régulier car les installations de chantier rendre peu perceptible l’arrivée de piéton sur la zone vélo.,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1494.9450356300324,🟠,ÉLEVÉE,3,58.03
69123,45.754822726,4.868754608,"Travaux sur l'Av. Félix Faure depuis 18 mois, l'axe qui etait agréable pour circuler avec des enfants est devenu un parcours du combattant.
Les aménagements cyclables temporaires sont déplacés et réduits constamment",Infrastructure manquante,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2552.7289031257146,🟠,ÉLEVÉE,3,58.0
69266,45.785026947,4.889055522,"rond point excessivement dangereux à vélo, actuellement en travaux avec des modifications fréquentes proposant rarement un franchissement en sécurité, nombreux trous dans la piste longeant le cimetière et voitures garées le week-end.",Infrastructure manquante,3,3,🔴 Difficile (Structurel),1439.0,Passerelle de la Paix,2673.737622362035,🟠,ÉLEVÉE,3,58.0
69266,45.770485691,4.880371387,travaux du tram : on est autorisé à passer mais au bout de la rue  la piste vélo disparait...,Infrastructure manquante,3,3,🔴 Difficile (Structurel),1439.0,Passerelle de la Paix,2674.0220355738716,🟠,ÉLEVÉE,3,58.0
69123,45.753212315,4.85544059,"les gens roulent comme des zinzins, les routes sont dangereuses",Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1507.4614437149153,🟠,ÉLEVÉE,3,57.99
69123,45.754822773,4.868878426,"Les travaux depuis 2 ans, avec la file pour remonter c'est un bordel sans nom, les panneaux bouge tout les jours et les bagnole stationnent sur la piste",Infrastructure manquante,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2562.275396171059,🟠,ÉLEVÉE,3,57.97
69123,45.753186973,4.855642138,travaux sur felix faure très dangereux depuis des mois,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1522.862864005546,🟠,ÉLEVÉE,3,57.94
69123,45.753274036,4.855677893,"Accident récent, 2 morts en trottinette",Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1526.3258067967656,🟠,ÉLEVÉE,3,57.93
69123,45.753209425,4.855798982,"Travaux difficiles et de longu durée, au moins un accident mortel ici",Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1535.1756300790532,🟠,ÉLEVÉE,3,57.91
69123,45.744777363,4.867732265,"Trop de gens utilise la voie cyclable, piétons, livreur, automobilistes",Infrastructure manquante,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2593.8901432923612,🟠,ÉLEVÉE,3,57.87
69123,45.753219197,4.855996046,Travaux très dangereux : peu d'espaces pour les cyclistes; chaussée complètement déformée,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1550.5036496286389,🟠,ÉLEVÉE,3,57.86
69123,45.753264351,4.856030375,Piste cyclable à contre-sens dangereuse,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1553.5189467718324,🟠,ÉLEVÉE,3,57.85
69266,45.769845816,4.880473616,Piste cyclable dangereuse,Infrastructure manquante,3,3,🔴 Difficile (Structurel),1439.0,Passerelle de la Paix,2727.7242647400813,🟠,ÉLEVÉE,3,57.83
69123,45.753284951,4.85614103,"en travaux depuis longtemps (1 an +), cette rue est super dangereuse avec un contresens cycliste",Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1562.2493977567274,🟠,ÉLEVÉE,3,57.82
69123,45.753297558,4.856160485,circulation très dangereuse pendant la réalisation des travaux sur l'avenue Félix Faure,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1563.8590069039108,🟠,ÉLEVÉE,3,57.81
69123,45.753271338,4.856347222,Rue dangereuse depuis les travaux,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1578.0933874349278,🟠,ÉLEVÉE,3,57.77
69266,45.769362824,4.880327969,"Les vélos ne respectent pas souvent la priorité piétons, je pense à cause du droit de passage au feu rouge. Sensibiliser les cyclistes serait une bonne chose devant les stations de métro gratte-ciel.",Carrefours dangereux,3,3,🔴 Difficile (Structurel),1439.0,Passerelle de la Paix,2756.280404839278,🟠,ÉLEVÉE,3,57.74
69266,45.769400054,4.880343083,travaux + nombreux camions de livraison le matin qui empiètent sur la piste cyclable,Infrastructure manquante,3,3,🔴 Difficile (Structurel),1439.0,Passerelle de la Paix,2754.2690599134967,🟠,ÉLEVÉE,3,57.74
69266,45.769397487,4.880435313,Manque une vraie piste cyclable sécurisée. Voiture roule vite. Beaucoup de monde et de travaux.,Infrastructure manquante,3,3,🔴 Difficile (Structurel),1439.0,Passerelle de la Paix,2759.6470058437576,🟠,ÉLEVÉE,3,57.73
69266,45.769351607,4.880410814,Bande cyclable séparé serait super,Infrastructure manquante,3,3,🔴 Difficile (Structurel),1439.0,Passerelle de la Paix,2761.7887163672995,🟠,ÉLEVÉE,3,57.72
69123,45.753326319,4.856600383,Les deux couloirs de pistes cyclables ont été maintenus pendant les travaux mais cela était très dangereux,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1598.1327627324306,🟠,ÉLEVÉE,3,57.7
69266,45.769370047,4.880561432,"Zone cyclable trop proche des automobilistes qui se garent, ouvrent une porte, stationnent",Infrastructure manquante,3,3,🔴 Difficile (Structurel),1439.0,Passerelle de la Paix,2768.843352074602,🟠,ÉLEVÉE,3,57.7
69123,45.753327395,4.856752086,"Travaux en cours sur Félix Faure : « piste cyclable » temporaire, ridicule et dangereuse",Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1609.8786311689664,🟠,ÉLEVÉE,3,57.67
69123,45.75343131,4.856826113,Avenue Félix Faure travaux dangereux,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1616.5080047984648,🟠,ÉLEVÉE,3,57.65
69123,45.753398285,4.856897366,"Travaux dangereux pour les vélos, étroits, partages avec voiture",Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1621.7233310920317,🟠,ÉLEVÉE,3,57.63
69266,45.782996677,4.890376161,Les voitures coupent régulièrement les priorités au vélo qui fond le tour du rond point,Carrefours dangereux,3,3,🔴 Difficile (Structurel),1439.0,Passerelle de la Paix,2798.346438444521,🟠,ÉLEVÉE,3,57.6
69123,45.754979081,4.870426539,J’attend la piste cyclable qui va en ville,Infrastructure manquante,3,3,🔴 Difficile (Structurel),1354.0,Lyon 7_Pont de l'Université EO corrigé,2683.576801509714,🟠,ÉLEVÉE,3,57.59
69266,45.782834696,4.890474112,carrefour dangereux avec les voitures nombreuses,Carrefours dangereux,3,3,🔴 Difficile (Structurel),1439.0,Passerelle de la Paix,2808.423930140189,🟠,ÉLEVÉE,3,57.57
69256,45.763758682,4.933320309,"Endroit compliqué pour un cycliste, du a franchir, beaucoup de feux grillés par les automobiles et les bus TCL. Mauvaise visibilité. File d attente au tresor public sur la piste cyclable. Mauvaise signaletique",Infrastructure manquante,3,3,🔴 Difficile (Structurel),12.0,Vaulx en Velin_Chemin contre-halage Pont de la Sucrerie,785.5100967187066,🟢,FAIBLE,1,57.57
69123,45.753394525,4.857155741,"Piste cyclable provisoire (travaux depuis plus d'un an) très dangereuse, accidentogène",Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1641.6750040133081,🟠,ÉLEVÉE,3,57.57
69256,45.76378509,4.933091301,"Les travaux rendent impraticables la piste cyclable, les déviations mises en place sont dangereuses, changent tous les jours et parfaitement inadaptées aux différents modes doux (trottinettes notamment) en plus de rallonger le temps de trajet significativement car nécessite d'attendre que les voitures aient un feu rouge.",Infrastructure manquante,3,3,🔴 Difficile (Structurel),12.0,Vaulx en Velin_Chemin contre-halage Pont de la Sucrerie,787.0895505722078,🟢,FAIBLE,1,57.57
69123,45.753392044,4.85718217,"Toute l'avenue Félix Faure, c'est temporaire puisqu'en travaux mais c'est dangereux en ce moment d'y passer. La rue est très étroite et il y a des trous partout.",Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1643.697877998104,🟠,ÉLEVÉE,3,57.56
69256,45.763694888,4.933285985,"carrefour très mal fait, avec des franchissements de trottoirs trop hauts ou trop étroits, que l'on évite. j'y ai déjà eu un accident, il y a déjà eu un mort",Carrefours dangereux,3,3,🔴 Difficile (Structurel),12.0,Vaulx en Velin_Chemin contre-halage Pont de la Sucrerie,793.0339738037869,🟢,FAIBLE,1,57.55
69266,45.782886475,4.89056806,"Toujours en travaux, trop de voitures, il n'y a pas de piste cyclable, traverser est très dangereux.",Infrastructure manquante,3,3,🔴 Difficile (Structurel),1439.0,Passerelle de la Paix,2814.805209814574,🟠,ÉLEVÉE,3,57.55
69256,45.763642079,4.933233204,Carrefour salengro : les voiture en provenance de grosso qui tournent ne regardent pas les voitures !!,Carrefours dangereux,3,3,🔴 Difficile (Structurel),12.0,Vaulx en Velin_Chemin contre-halage Pont de la Sucrerie,799.7186600401745,🟢,FAIBLE,1,57.53
69081,45.77565313,4.794965167,La traversée de Vaise et l’accès à la piste cyclable pour aller à Tassin sont inadaptés,Carrefours dangereux,3,3,🔴 Difficile (Structurel),133.0,Pont Fontaines RG,974.5234795512355,🟢,FAIBLE,1,57.52
69256,45.76364317,4.933167451,Intersection,Carrefours dangereux,3,3,🔴 Difficile (Structurel),12.0,Vaulx en Velin_Chemin contre-halage Pont de la Sucrerie,800.851563197134,🟢,FAIBLE,1,57.52
69266,45.782991653,4.890740338,"rond-point
+ rue en travaux",Carrefours dangereux,3,3,🔴 Difficile (Structurel),1439.0,Passerelle de la Paix,2826.391636359025,🟠,ÉLEVÉE,3,57.52
69081,45.77565313,4.794965167,La traversée de Vaise et l’accès à la piste cyclable pour aller à Tassin sont inadaptés,Infrastructure manquante,3,3,🔴 Difficile (Structurel),133.0,Pont Fontaines RG,974.5234795512355,🟢,FAIBLE,1,57.52
69081,45.775632999,4.794952394,"De manière générale, la rue Marietton dans son ensemble est un désastre. La circulation automobile y est dense alors qu'elle accueille aussi des flux piétons et vélo nombreux. La rue est étroite sans aucun aménagement, et comme elle est souvent embouteillée, les automobilistes sont très peu patients, accélèrent brutalement, ou encombrent les carrefours au feu rouge.
Plus précisément, le carrefour avec le boulevard de la Duchère est un océan d'asphalte alors qu'il donne accès au parc du Vallon.",Carrefours dangereux,3,3,🔴 Difficile (Structurel),133.0,Pont Fontaines RG,975.8824889828028,🟢,FAIBLE,1,57.51
69266,45.782887421,4.890738339,"Rond point chiant, quand on arrive de Salengro et qu'on veut rejoindre la poste cyclable qui part au parc c'est compliqué, mais il y a des travaux, je pense que ça va changer",Infrastructure manquante,3,3,🔴 Difficile (Structurel),1439.0,Passerelle de la Paix,2827.86014587713,🟠,ÉLEVÉE,3,57.51
69123,45.775518149,4.794933616,Piste cyclable non terminée sur un axe très fréquenté,Infrastructure manquante,3,3,🔴 Difficile (Structurel),133.0,Pont Fontaines RG,979.5929102444998,🟢,FAIBLE,1,57.5
69123,45.75344305,4.85751337,"Sur toute l'avenue : travaux depuis plus d'un an, chaussée très dégradée, voie étroite, les voitures ne respectent pas les vélos, accidents...",Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1669.7609909850903,🟠,ÉLEVÉE,3,57.48
69123,45.775386145,4.794879509,Sur ce point souvent en travaux et très très fréquenté sans piste cyclable on ne se sent pas en sécurité mais je n'ai jamais eu de soucis personnellement,Infrastructure manquante,3,3,🔴 Difficile (Structurel),133.0,Pont Fontaines RG,986.5199646291562,🟢,FAIBLE,1,57.48
69123,45.775209429,4.79454778,"très compliqué de faire la liaison entre la piste cyclable Avenue Victor Hugo et les quais (obligé de rouler avec les voitures rue Marietton, pas de piste dédiée, pas de place…)",Infrastructure manquante,3,3,🔴 Difficile (Structurel),133.0,Pont Fontaines RG,1015.728955467898,🟢,FAIBLE,1,57.39
69123,45.753482763,4.857995034,"Avenue Félix Faure en travaux depuis 1 an, sol irrégulier (nids de poules, bosses gravats...). Circulation en sens inverse dangereuse car le balisage est mal positionné et la proximité des voitures en sens inverse ne met pas en sécurité",Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1707.3651138465452,🟠,ÉLEVÉE,3,57.36
69123,45.774868047,4.794423901,Aucun aménagement alors que beaucoup de cyclistes rejoignent la piste qui monte vers Tassin après le Valvert,Infrastructure manquante,3,3,🔴 Difficile (Structurel),133.0,Pont Fontaines RG,1033.7516338388607,🟢,FAIBLE,1,57.33
69123,45.773599359,4.795011398,Pas de piste pour continuer de remonter la rue du bourbonnais en contre sens,Infrastructure manquante,3,3,🔴 Difficile (Structurel),133.0,Pont Fontaines RG,1034.734006012462,🟢,FAIBLE,1,57.32
69123,45.753475984,4.858151311,"Avec les travaux en ce moment c’est très dangereux, la chaussée est très déformée.",Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1719.3906721050223,🟠,ÉLEVÉE,3,57.32
69123,45.753669436,4.858447907,Travaux de longue durée malgré un grand nombre de cyclistes la bande cyclable mise en place(contresens) est très dangereuse. Altercations et incidents en tout genre très réguliers.,Danger & Vitesse,3,2,🟡 Moyen (Intervention),1354.0,Lyon 7_Pont de l'Université EO corrigé,1744.1517389753983,🟠,ÉLEVÉE,3,57.24
69123,45.776991323,4.807530408,Carrefour dangereux pour les cyclistes,Danger & Vitesse,3,2,🟡 Moyen (Intervention),133.0,Pont Fontaines RG,22.012958924742957,🟢,FAIBLE,1,57.21
69123,45.773604808,4.794464984,"Absence de voie cyclable, voie  en sens unique sans accès vélo à contre sens",Infrastructure manquante,3,3,🔴 Difficile (Structurel),133.0,Pont Fontaines RG,1073.8175033328541,🟢,FAIBLE,1,57.2
69123,45.7735894,4.794428121,Pas de piste à contre sens,Infrastructure manquante,3,3,🔴 Difficile (Structurel),133.0,Pont Fontaines RG,1077.1056215432743,🟢,FAIBLE,1,57.19
69123,45.776928698,4.807584902,"À ces carrefours (comme beaucoup d'autres à Lyon), il y a plusieurs angles droits pour tourner sur une autre piste cyclable, ce qui est impossible à franchir à vélo. Il faut rouler très lentement et s'arrêter si des vélos arrivent. Cela implique parfois d'attendre sur la chaussée.
Comme j'ai dit, il y a beaucoup d'endroits où nous sommes censés faire un angle droit; comme c'est dangereux, nous passons parfois hors de la piste cyclable, ce qui énerve les automobilistes encore plus...",Danger & Vitesse,3,2,🟡 Moyen (Intervention),133.0,Pont Fontaines RG,30.089600793622665,🟢,FAIBLE,1,57.19
