insee,latitude,longitude,description,categorie_detectee,score_urgence,score_facilite,niveau_facilite_label
69123,45.725547648,4.845042046,"Interruption piste cyclable, pas de place sous le pont et vitesse élevée des voitures sortant du périphérique 
+ Travaux sans alternative pour les cyclistes",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754212114,4.884546803,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753369848,4.856352232,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.776390646,4.874048167,Travaux en cours depuis plus d'un an,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.755369324,4.874027993,travaux très dangereux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.755532709,4.891259096,Déviation cycliste liée aux travaux dangereuse,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754254703,4.885040774,Déviation cycliste liée aux travaux dangereuse,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.75370667,4.859663492,travaux felix faure,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.754369982,4.883626256,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.75491968,4.87037614,A cause des travaux actuels. Ce sera sans doute bien après.,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69256,45.763810706,4.933293929,Travaux et circulation,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69256,45.780487619,4.908149615,croisement dangereux car travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.731549426,4.823869364,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.755147161,4.871693657,"Travaux, route en mauvais état, croisement avec des voitures en sens inverse",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.731708262,4.823734291,Travaux du tram depuis plusieurs mois,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.760713989,4.858136816,"Travaux depuis 5 ans, circulation qui change tout le temps",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.731730087,4.824050523,Jonction avenue Debourg pont Raymond Barre compliquée (même avant les travaux du tram en cours). Manque de signalétique dans cette zone.,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.769400054,4.880343083,travaux + nombreux camions de livraison le matin qui empiètent sur la piste cyclable,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.764691511,4.880044327,"travaux, route mauvaise état depuis 2 ans, piste cyclable état précaire",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753715141,4.859366146,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.752988847,4.853491713,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.755750432,4.876161832,Travaux et carrefour complexe,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753394525,4.857155741,"Piste cyclable provisoire (travaux depuis plus d'un an) très dangereuse, accidentogène",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.755034569,4.876079624,Etat de la route catastrophique du aux travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.754792747,4.879960589,Etat de la route catastrophique du aux travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.755687124,4.876064199,Travaux donc tres compliqué depuis un moment,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754553348,4.867133349,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.766582483,4.880144044,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.752948236,4.853401323,Les travaux encore et toujours.,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754199305,4.863878703,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754555437,4.86652923,Travaux bien pourris,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753312614,4.85604961,Travaux bien pourris,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754170587,4.863566003,Important travaux du BHNS,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754880131,4.875703577,Important Travaux du BHNS,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754585058,4.867001057,Les travaux qui rendent les routes impraticables,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753973419,4.86175952,Carrefour dangereux dû aux travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753376379,4.857025493,"Rue tres étroite, en travaux, qui amène à de nombreux conflits",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.72597415,4.840090389,Travaux en cours. Les motos empruntent le trottoir  quand il y a des bouchons,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.731555511,4.824428901,Travaux sans prise en compte du trafic important de velos.,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.759492203,4.890171917,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754910046,4.869120083,Travaux +++ dangereux +++,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69199,45.70865459,4.855174882,Carrefour en travaux en très mauvais état,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.75318179,4.855325822,"En travaux, je n'ai pas trouvé d'itinéraire bis",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.755630803,4.876284981,travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.759210138,4.888848833,Travaux en cours,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.785894047,4.803755464,"Route en travaux en montée, grande différence de vitesse avec peu d'espace lors des déplacements. travaux dûs à la création d'une piste cyclable bidirectionnelle, donc devrait fortement s'arranger",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754250673,4.885109371,Beaucoup de travaux pas de piste cyclable,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753327395,4.856752086,"Travaux en cours sur Félix Faure : « piste cyclable » temporaire, ridicule et dangereuse",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754582966,4.866904986,"Place Rouget de L'isle, en travaux en ce moment mais déjà compliquée avant",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753045688,4.853437658,chaussée tellement abimée par les travaux à ce carrefour que j'ai changé mon itinéraire pour ne plus y passer,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.721372356,4.845644845,rue saint jean de dieu en travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753162231,4.854440503,Travaux prolongés incroyablement dangereux avec 0 respect de la part des automobilistes,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.754977622,4.876523206,Accumulation de voitures sur l'intersection et passage insuffisant pour les vélos (à cause de travaux),Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753547857,4.85820476,Travaux bus,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754720304,4.867801045,Vélos interdits pendant les travaux non indiqué en amont du parcours,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753634203,4.8593955,travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.764809892,4.880233441,Travaux sans fin quartier gratte ciel,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753396213,4.856793186,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.75454513,4.865687849,Travaux en cours teajet velo tres dangereux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.759584309,4.856095937,Barrières de chantier cachant les piétons qui traversent la piste cyclable pour les cyclistes venant de l'Est,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.726495918,4.834061131,Gros travaux et bcp de trous,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.759187788,4.889297729,Pas d'itinéraire vélo sécurisé le temps des travaux et route en très mauvais état,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69256,45.782448309,4.910080837,Plus de piste cyclable du aux travaux des tramways et les avenues sont très fréquentes et route abîmé,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.758741738,4.887424628,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.759217562,4.888923133,travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.731643908,4.82386401,travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754412202,4.86549983,"Chantier, travaux, danger",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753601851,4.859083611,"Chantier, travaux, danger",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.755619068,4.890921777,"Travaux ayant entraîné une dégradation de la piste, fermeture de piste avec une déviation dangereuse",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753939173,4.86185455,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.760978058,4.858155196,beaucoup beaucoup de travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.755216926,4.871920536,circulation très compliquée a cause des travaux sur toute l'avenue,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.779019269,4.872473518,travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754669501,4.86768079,travaux avenue Félix Faure,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.758763927,4.887499525,Travaux secteur grand clément,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.759133971,4.888513071,travaux depuis plus de 7 ans route défoncé aucune sécurité pour pouvoir passer et aucun respect des priorités. les piétons et les vélo partage le même passage.,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754334671,4.8825286,travaux BHNS contresens dangereux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.744592023,4.868462533,Travaux rendant les automobilistes agressifs,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.755732331,4.890732216,Travaux et chaussée en très mauvais état,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69256,45.764011939,4.933297854,"Les travaux en continu ne laissent pas de passage sécurisée pour les vélos (besoin de traverser les voies, chemin non accessible aux pneus fins (vélo de route), indication d'itinéraire bis faux...)",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.759273704,4.889845692,Travaux monstres qui n'en finissent pas et qui ne sont pas sécurisés (énormement de nids de poules sur les voies ouvertes à la circulation),Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.768288469,4.880258001,Travaux du tramway,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.771821271,4.879054966,Travaux qui durent depuis des mois,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.75342925,4.857638718,Avenue Félix Faure mais pour cause de travaux (nous pouvons souligner depuis peu la mise en place d'une bande cyclable qui permet de mieux représenter la place du vélo sur la voie).,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.752963244,4.85352504,Les travaux rendent la circulation quasi impossible,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754524579,4.881824568,"Travaux, aucun itinéraire ou sécurité pour les cyclistes",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.759787334,4.890688282,Travaux itinéraire vélo dangereux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.759968009,4.858334235,Travaux à part dieu,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.726215883,4.83903392,Les cyclistes ne sont pas pieds à terre malgré les travaux ! Gros dangers pour les piétons et incivilités,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69256,45.782968331,4.912587159,"Travaux, pas de piste cyclable",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.755327828,4.873129558,Travaux avenue Félix Faure,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753433891,4.857117462,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753633637,4.859335752,Travaux interminables sans aucune modalité prévue pour les vélos comme devant la halle Tony Garnier également,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753984841,4.86158999,Les travaux ont énormément dégradé la chaussée,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69256,45.777295666,4.919687391,"Aucune alternative lors des travaux, rues étroites avec beaucoup de voitures",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.768813757,4.880194894,Travaux de tramways dans la rue et voirie très abîmées,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.759772781,4.889116517,Cheminement pas évident avec les bus et les travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.755009804,4.877869913,travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69029,45.721917091,4.914334737,Carfour non adapté et travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.731663746,4.824065928,Travaux sans solution pour les vélos,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69276,45.685164974,4.86103955,Les voitures n'admettent pas trouver un vélo empruntant le rond point le matin.,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69029,45.748965793,4.914912795,Secteur en travaux sans itinéraire alternatif balisé,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.759545129,4.89025261,directions à Grandclément (+ phase travaux en ce moment),Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.754092987,4.892878388,Circulation compliquée en raison des travaux et du trafic,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.726133097,4.839267421,"passage étroit non adapté aux piétons, cyclistes, trotinettes le long des travaux du tram T10. Aucune signalétique adaptée, tapis bleus galère, route poussiéreuse, pleine de gravats",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69256,45.763658924,4.933346211,travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.75504555,4.871350896,Toute l'avenue Félix Faure pendant les travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.755608232,4.875285968,Travaux en cours et peu d’aménagements sécurisés,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.752443386,4.901281831,"La route de Gens est globalement désagréable et dangereuse pour les vélos, plus encore depuis qu'elle est en travaux",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.760470131,4.858597655,Les abords de la gare de la part dieu notamment avec les travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754639836,4.867463323,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.771741093,4.87910056,travaux lié au tramway,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753231965,4.856840401,TRAVAUX AVENUE FELIX FAURE,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.766850341,4.880344477,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754439609,4.881961807,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.762031789,4.880771991,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.762785953,4.88057651,travaux arrivée tram,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754845083,4.877239901,Travaux relatifs au tram alentour,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.771759627,4.879138476,Passage très dangereux à cause des travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.726579007,4.831985639,Travaux tram vers la Halle Tony Garnier,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.764080735,4.880395889,"Toute la rue Verlaine est quasiment impraticable, travaux tram T6, bosses, trous, barrières, cheminements complexes, avec autos et piétons, tout le monde en bave.",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69081,45.773516829,4.792485519,Pas de piste cyclable sur cette partie de la rue Marietton. Il fait traverser la route pour aller en direction de Tassin et se retrouver à contresens des voitures.,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.726280611,4.830549204,Zone difficile à cause des travaux mais aussi la complexité de la voirie et Les pis Ecl Desbals difficile à repérer quelques fois,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.759497572,4.890273106,travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.752987433,4.853365474,"Rue Garibaldi, zone chantier",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.769409776,4.880423852,Travaux T6,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.754282796,4.884772096,Carrefour mal agencé pendant les travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.755451726,4.8744005,travaux rendant la circulation compliquée,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.754237732,4.888277281,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.728061223,4.823879731,Avec les travaux plus aucune sécurité et non respect des feux par les voitures,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754636545,4.880764843,Travaux route de genas,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.764766549,4.880444358,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.759599169,4.889157358,"Grandclément, cette place est un enfer pour les vélos. Et depuis les travaux rien n’est organisé/respecté",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.752963493,4.853562676,Travaux complexes a vélo,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753638033,4.859531905,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.750852241,4.90901561,travaux route de Genas,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.731573586,4.82382564,tRAVAUX RACCORDEMENT TRAMWAY,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.773958267,4.793127024,Direction Vaise (travaux aménagement cyclable en cours),Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69199,45.709567804,4.851559611,"Ca fait longtemps que la zone est en travaux, avec beaucoup d'évolution. Une seule a prévu un itinéraire sécurisé pour les vélo. Aujourd'hui, même à pied c'est compliqué et dangereux d'emprunter ce carrefour",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.725761891,4.844953364,Travaux Tram T10 infernal,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.752823847,4.853322638,Travaux GARIBALDI,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.779146345,4.872435164,travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753483501,4.858144818,LA circulabilité à vélo de l'avenue Felix Faure en présence des travaux du BHNS est désastreuse.,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.726900103,4.830837236,travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.771753762,4.879127923,Chaussée morcelée (travaux) et rétrécissement ne laissant pas la place à la circulation vélo autorisée en contre-sens,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.768269625,4.88029052,travaux du tram et débrouille toi avec ça !!! et ça dure...,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.770485691,4.880371387,travaux du tram : on est autorisé à passer mais au bout de la rue  la piste vélo disparait...,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.76677094,4.880243545,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753453058,4.858258847,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.746778383,4.861185291,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.746460318,4.862012668,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.759181247,4.889835615,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.785026947,4.889055522,"rond point excessivement dangereux à vélo, actuellement en travaux avec des modifications fréquentes proposant rarement un franchissement en sécurité, nombreux trous dans la piste longeant le cimetière et voitures garées le week-end.",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753680503,4.859468478,"la voie lyonnaise s'arrete brusquement, les velos se retrouvent au milieu d un énorme carrefour",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.731698475,4.824158754,"Travaux sans alternative, on est oblige de passer parmis les pietons, ou sur la voie de tram, ou de s'inserer dans la circulation des vehicules sans piste cyclable",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.776602226,4.875049291,Toujours des travaux à Villeurbanne qui grignotent les pistes cyclables,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.75867995,4.887221441,aucune piste cyclables / délimitation au sol pour les vélos (travaux sur cette rue) à contresens des voitures alors que c'est étroit et que les voitures vont vites,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.725233267,4.845137042,Co activité travaux complex,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.726240997,4.837615386,Travaux depuis 2 ans,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.731498714,4.824274701,Travaux du tram sans prise en compte du flux de velo,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.751571511,4.905693422,"Tout le long de la route de Genas.
Difficulté avec le peu d'aménagement, les travaux, l'importante fréquentation par les voitures.",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.759472542,4.889159182,Travaux avec aucun contournement vélo adapté,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.759495763,4.889253073,Travaux depuis des mois avec des solutions de contournement pas adapter des passages avec des nids de poules ou autres,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69040,45.79159863,4.798063931,"Très problématique avec les travaux en cours, en particulier dans le sens de la montée",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754991027,4.870014782,Énorme travaux sur toutexl avenue qui rend la conduite à vélo dangereuse,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754722894,4.868484354,"Rue Felix Faure pendant les travaux, surtout en direction de l'est",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69199,45.708614388,4.854839509,Pas d'itinéraire alternatif pendant les travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.775386145,4.794879509,Sur ce point souvent en travaux et très très fréquenté sans piste cyclable on ne se sent pas en sécurité mais je n'ai jamais eu de soucis personnellement,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.73150583,4.823841734,Travaux tramway,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.783513422,4.894604428,Traverser le rhône à ce niveau est très compliqué (d'autant de plus depuis les travaux pour le tram),Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.7827132,4.890561169,"en cours d'amélioration, mais circulation très changeante avec les travaux + circulation importante",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.725587702,4.845123151,Travaux qui sont de très fortes nuisances. Alternatives vélo très aléatoires,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.755272305,4.873022297,Beaucoup de travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69256,45.782199147,4.909746924,Actuellement le Mas du Taureau du fait des travaux du T9 + ZAC et idem à Villeurbanne sur Tolstoï T6,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753603988,4.858685433,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.776571705,4.874071305,Travaux tramway,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.754934605,4.877305546,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754382283,4.883074851,travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.748924255,4.915244455,travaux permanents => on est plus dans Kho Lanta qu'autre  chose,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.76469335,4.880415972,Carrefour en travaux depuis plus de deux ans. Une seules vois en très mauvais état avec les travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754560303,4.86660601,"En travaux pour l'instant, un carrefour où il y a peu de place et peu de visibilité.",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69256,45.778395337,4.916552738,Travaux pour le T9. Aucune déviation cyclable prévue,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.770540529,4.880437242,Travaux du tramway,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69259,45.697659529,4.858075805,Pas d'itinéraire alternatif pendant les travaux qui durent depuis plusieurs mois et vont encore durer jusqu'à la fin de l'année scolaire,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753580857,4.858926411,Avenue Félix Faure : travaux en ce moment (et pour longtemps) : très dangereux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.776678264,4.875272263,Travaux en cours puis continuité de làvenue Salengro avec une forte circulation motorisée et peu d’espace pour les vélos,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.759152241,4.888426058,"Travaux liée au T6, sens de circulation impossible où grès dangereux",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753298615,4.85608471,"Felix Faure / Vivier merle en travaux depuis des mois, très compliqué à velo",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.752650756,4.899492792,"Chantier tram avec absence de signalisation, de séparation des flux, chaussée dangereuse.",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.754057865,4.892808291,route de genas impossible en ce moment à cause des voitures et de l'entretient de la chaussée,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.75532459,4.87255122,Constamment en travaux ; bande non entretenue; voitures qui roulent très vites et stationnent sur la bande cyclable,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.724768734,4.841832385,Travaux tram t10,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.75895162,4.888201229,voie de bus non respectée par les automobilistes + aménagements de travaux réduisant la largeur des voies = doublements dangereux pour les usagers légitimes de la voie de bus par des véhicules motorisés.,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.758521464,4.890826656,Travaux tramway,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.754275097,4.887082233,Travaux d'une nouvelle ligne de bus,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.758400262,4.885954714,Car travaux actuellement,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.759735409,4.89085658,"Continuité de la voie ?!
+ tous les travaux sur la place Grandclement",Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.754227282,4.884645224,Point dangereux du fait des travaux de voirie actuels. Le vélo est relégué au 15e plan !,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753279009,4.855231877,Travaux travaux et travaux en cours. La piste vélo à contresens des voitures,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.753025849,4.853537949,travaux en cours très problématiques sur toute l'avenue,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69266,45.754332414,4.884130171,travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69199,45.708100828,4.857703712,Rue Carnot : circulation difficile à cause des travaux et de la forte fréquentation automobile.,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
69123,45.760695762,4.858215371,Travaux et etat de la route,Travaux & Maintenance,2,1,🟢 Facile (Quick Win)
